,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
523,2023-03-05,2023-03-05 19:38:11.369000+05:30,24959,od_1677385001579374,630.0," Cancelled 10.00 shares x N (Rs. 63.00 each) , ",Cancelled,10.0,N,63.0,630.0,-982.0,68.0,37.0,-10.0,-370.0
522,2023-03-05,2023-03-05 19:38:12.074000+05:30,24959,od_1677385001579407,-640.0," Bought 10.00 shares x N (Rs. 64.00 each) , Limit Order",Bought,10.0,N,64.0,640.0,-1622.0,69.0,36.0,10.0,360.0
521,2023-03-05,2023-03-05 19:38:48.115000+05:30,24959,od_1677385001579397,279.0," Cancelled 9.00 shares x Y (Rs. 31.00 each) , ",Cancelled,9.0,Y,31.0,279.0,-1343.0,36.0,69.0,-9.0,-621.0
520,2023-03-05,2023-03-05 19:38:48.835000+05:30,24959,od_1677385001579436,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-1643.0,35.0,70.0,10.0,700.0
519,2023-03-05,2023-03-05 19:38:55.266000+05:30,24959,od_1677385001579448,-640.0," Bought 10.00 shares x N (Rs. 64.00 each) , Limit Order",Bought,10.0,N,64.0,640.0,-2283.0,69.0,36.0,10.0,360.0
518,2023-03-05,2023-03-05 19:39:25.921000+05:30,24959,od_1677385001579436,300.0," Cancelled 10.00 shares x Y (Rs. 30.00 each) , ",Cancelled,10.0,Y,30.0,300.0,-1983.0,35.0,70.0,-10.0,-700.0
517,2023-03-05,2023-03-05 19:39:26.631000+05:30,24959,od_1677385001579469,-290.0," Bought 10.00 shares x Y (Rs. 29.00 each) , Limit Order",Bought,10.0,Y,29.0,290.0,-2273.0,34.0,71.0,10.0,710.0
516,2023-03-05,2023-03-05 19:39:32.698000+05:30,24959,od_1677385001579448,320.0," Cancelled 5.00 shares x N (Rs. 64.00 each) , ",Cancelled,5.0,N,64.0,320.0,-1953.0,69.0,36.0,-5.0,-180.0
515,2023-03-05,2023-03-05 19:39:33.408000+05:30,24959,od_1677385001579487,-660.0," Bought 10.00 shares x N (Rs. 66.00 each) , Limit Order",Bought,10.0,N,66.0,660.0,-2613.0,71.0,34.0,10.0,340.0
514,2023-03-05,2023-03-05 19:40:05.312000+05:30,24959,od_1677385001579469,290.0," Cancelled 10.00 shares x Y (Rs. 29.00 each) , ",Cancelled,10.0,Y,29.0,290.0,-2323.0,34.0,71.0,-10.0,-710.0
513,2023-03-05,2023-03-05 19:40:06.071000+05:30,24959,od_1677385001579517,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-2623.0,35.0,70.0,10.0,700.0
512,2023-03-05,2023-03-05 19:40:12.738000+05:30,24959,od_1677385001579523,-650.0," Bought 10.00 shares x N (Rs. 65.00 each) , Limit Order",Bought,10.0,N,65.0,650.0,-3273.0,70.0,35.0,10.0,350.0
511,2023-03-05,2023-03-05 19:40:46.838000+05:30,24959,od_1677385001579517,300.0," Cancelled 10.00 shares x Y (Rs. 30.00 each) , ",Cancelled,10.0,Y,30.0,300.0,-2973.0,35.0,70.0,-10.0,-700.0
510,2023-03-05,2023-03-05 19:40:47.535000+05:30,24959,od_1677385001579559,-240.0," Bought 10.00 shares x Y (Rs. 24.00 each) , Limit Order",Bought,10.0,Y,24.0,240.0,-3213.0,29.0,76.0,10.0,760.0
509,2023-03-05,2023-03-05 19:40:53.862000+05:30,24959,od_1677385001579523,650.0," Cancelled 10.00 shares x N (Rs. 65.00 each) , ",Cancelled,10.0,N,65.0,650.0,-2563.0,70.0,35.0,-10.0,-350.0
508,2023-03-05,2023-03-05 19:40:54.605000+05:30,24959,od_1677385001579567,-710.0," Bought 10.00 shares x N (Rs. 71.00 each) , Limit Order",Bought,10.0,N,71.0,710.0,-3273.0,76.0,29.0,10.0,290.0
507,2023-03-05,2023-03-05 19:41:28.291000+05:30,24959,od_1677385001579559,240.0," Cancelled 10.00 shares x Y (Rs. 24.00 each) , ",Cancelled,10.0,Y,24.0,240.0,-3033.0,29.0,76.0,-10.0,-760.0
506,2023-03-05,2023-03-05 19:41:29.003000+05:30,24959,od_1677385001579585,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-3263.0,28.0,77.0,10.0,770.0
505,2023-03-05,2023-03-05 19:41:37.996000+05:30,24959,od_1677385001579603,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-3983.0,77.0,28.0,10.0,280.0
504,2023-03-05,2023-03-05 19:42:16.696000+05:30,24959,od_1677385001579647,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-4703.0,77.0,28.0,10.0,280.0
503,2023-03-05,2023-03-05 19:42:48.817000+05:30,24959,od_1677385001579585,230.0," Cancelled 10.00 shares x Y (Rs. 23.00 each) , ",Cancelled,10.0,Y,23.0,230.0,-4473.0,28.0,77.0,-10.0,-770.0
502,2023-03-05,2023-03-05 19:42:49.530000+05:30,24959,od_1677385001579675,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-4693.0,27.0,78.0,10.0,780.0
501,2023-03-05,2023-03-05 19:42:55.986000+05:30,24959,od_1677385001579685,-657.0," Bought 9.00 shares x N (Rs. 73.00 each) , Limit Order",Bought,9.0,N,73.0,657.0,-5350.0,78.0,27.0,9.0,243.0
500,2023-03-05,2023-03-05 19:43:35.158000+05:30,24959,od_1677385001579720,-360.0," Bought 5.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,5.0,N,72.0,360.0,-5710.0,77.0,28.0,5.0,140.0
499,2023-03-05,2023-03-05 19:45:23.759000+05:30,24959,od_1677385001579675,198.0," Cancelled 9.00 shares x Y (Rs. 22.00 each) , ",Cancelled,9.0,Y,22.0,198.0,-5512.0,27.0,78.0,-9.0,-702.0
498,2023-03-05,2023-03-05 19:45:24.574000+05:30,24959,od_1677385001579807,-210.0," Bought 10.00 shares x Y (Rs. 21.00 each) , Limit Order",Bought,10.0,Y,21.0,210.0,-5722.0,26.0,79.0,10.0,790.0
497,2023-03-05,2023-03-05 19:46:00.124000+05:30,24959,od_1677385001579807,210.0," Cancelled 10.00 shares x Y (Rs. 21.00 each) , ",Cancelled,10.0,Y,21.0,210.0,-5512.0,26.0,79.0,-10.0,-790.0
496,2023-03-05,2023-03-05 19:46:00.829000+05:30,24959,od_1677385001579834,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-5732.0,27.0,78.0,10.0,780.0
495,2023-03-05,2023-03-05 19:46:36.413000+05:30,24959,od_1677385001579834,198.0," Cancelled 9.00 shares x Y (Rs. 22.00 each) , ",Cancelled,9.0,Y,22.0,198.0,-5534.0,27.0,78.0,-9.0,-702.0
494,2023-03-05,2023-03-05 19:46:37.122000+05:30,24959,od_1677385001579876,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-5754.0,27.0,78.0,10.0,780.0
493,2023-03-05,2023-03-05 19:47:11.882000+05:30,24959,od_1677385001579876,220.0," Cancelled 10.00 shares x Y (Rs. 22.00 each) , ",Cancelled,10.0,Y,22.0,220.0,-5534.0,27.0,78.0,-10.0,-780.0
492,2023-03-05,2023-03-05 19:47:12.582000+05:30,24959,od_1677385001579909,-210.0," Bought 10.00 shares x Y (Rs. 21.00 each) , Limit Order",Bought,10.0,Y,21.0,210.0,-5744.0,26.0,79.0,10.0,790.0
491,2023-03-05,2023-03-05 19:49:09.282000+05:30,24959,od_1677385001579909,126.0," Cancelled 6.00 shares x Y (Rs. 21.00 each) , ",Cancelled,6.0,Y,21.0,126.0,-5618.0,26.0,79.0,-6.0,-474.0
490,2023-03-05,2023-03-05 19:49:36.074000+05:30,24959,od_1677385001580038,-158.0," Bought 2.00 shares x N (Rs. 79.00 each) , Limit Order",Bought,2.0,N,79.0,158.0,-5776.0,84.0,21.0,2.0,42.0
489,2023-03-05,2023-03-05 20:43:02.564000+05:30,24959,od_1677385001581776,-210.0," Bought 10.00 shares x Y (Rs. 21.00 each) , Limit Order",Bought,10.0,Y,21.0,210.0,-5986.0,26.0,79.0,10.0,790.0
488,2023-03-05,2023-03-05 20:43:10.533000+05:30,24959,od_1677385001581786,-740.0," Bought 10.00 shares x N (Rs. 74.00 each) , Limit Order",Bought,10.0,N,74.0,740.0,-6726.0,79.0,26.0,10.0,260.0
487,2023-03-05,2023-03-05 20:43:42.416000+05:30,24959,od_1677385001581805,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-6946.0,27.0,78.0,10.0,780.0
486,2023-03-05,2023-03-05 20:43:49.044000+05:30,24959,od_1677385001581786,740.0," Cancelled 10.00 shares x N (Rs. 74.00 each) , ",Cancelled,10.0,N,74.0,740.0,-6206.0,79.0,26.0,-10.0,-260.0
485,2023-03-05,2023-03-05 20:43:49.792000+05:30,24959,od_1677385001581810,-730.0," Bought 10.00 shares x N (Rs. 73.00 each) , Limit Order",Bought,10.0,N,73.0,730.0,-6936.0,78.0,27.0,10.0,270.0
484,2023-03-05,2023-03-05 20:44:24.353000+05:30,24959,od_1677385001581830,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-7156.0,27.0,78.0,10.0,780.0
483,2023-03-05,2023-03-05 20:44:30.463000+05:30,24959,od_1677385001581810,730.0," Cancelled 10.00 shares x N (Rs. 73.00 each) , ",Cancelled,10.0,N,73.0,730.0,-6426.0,78.0,27.0,-10.0,-270.0
482,2023-03-05,2023-03-05 20:44:31.195000+05:30,24959,od_1677385001581837,-740.0," Bought 10.00 shares x N (Rs. 74.00 each) , Limit Order",Bought,10.0,N,74.0,740.0,-7166.0,79.0,26.0,10.0,260.0
481,2023-03-05,2023-03-05 20:45:06.696000+05:30,24959,od_1677385001581830,66.0," Cancelled 3.00 shares x Y (Rs. 22.00 each) , ",Cancelled,3.0,Y,22.0,66.0,-7100.0,27.0,78.0,-3.0,-234.0
480,2023-03-05,2023-03-05 20:45:07.427000+05:30,24959,od_1677385001581858,-210.0," Bought 10.00 shares x Y (Rs. 21.00 each) , Limit Order",Bought,10.0,Y,21.0,210.0,-7310.0,26.0,79.0,10.0,790.0
479,2023-03-05,2023-03-05 20:45:48.656000+05:30,24959,od_1677385001581858,210.0," Cancelled 10.00 shares x Y (Rs. 21.00 each) , ",Cancelled,10.0,Y,21.0,210.0,-7100.0,26.0,79.0,-10.0,-790.0
478,2023-03-05,2023-03-05 20:45:49.422000+05:30,24959,od_1677385001581878,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-7350.0,30.0,75.0,10.0,750.0
477,2023-03-05,2023-03-05 20:45:55.866000+05:30,24959,od_1677385001581837,740.0," Cancelled 10.00 shares x N (Rs. 74.00 each) , ",Cancelled,10.0,N,74.0,740.0,-6610.0,79.0,26.0,-10.0,-260.0
476,2023-03-05,2023-03-05 20:45:56.576000+05:30,24959,od_1677385001581883,-700.0," Bought 10.00 shares x N (Rs. 70.00 each) , Limit Order",Bought,10.0,N,70.0,700.0,-7310.0,75.0,30.0,10.0,300.0
475,2023-03-05,2023-03-05 20:46:30.911000+05:30,24959,od_1677385001581878,175.0," Cancelled 7.00 shares x Y (Rs. 25.00 each) , ",Cancelled,7.0,Y,25.0,175.0,-7135.0,30.0,75.0,-7.0,-525.0
474,2023-03-05,2023-03-05 20:46:31.629000+05:30,24959,od_1677385001581898,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-7385.0,30.0,75.0,10.0,750.0
473,2023-03-05,2023-03-05 20:46:38.099000+05:30,24959,od_1677385001581883,700.0," Cancelled 10.00 shares x N (Rs. 70.00 each) , ",Cancelled,10.0,N,70.0,700.0,-6685.0,75.0,30.0,-10.0,-300.0
472,2023-03-05,2023-03-05 20:46:38.857000+05:30,24959,od_1677385001581907,-690.0," Bought 10.00 shares x N (Rs. 69.00 each) , Limit Order",Bought,10.0,N,69.0,690.0,-7375.0,74.0,31.0,10.0,310.0
471,2023-03-05,2023-03-05 20:47:14.763000+05:30,24959,od_1677385001581898,250.0," Cancelled 10.00 shares x Y (Rs. 25.00 each) , ",Cancelled,10.0,Y,25.0,250.0,-7125.0,30.0,75.0,-10.0,-750.0
470,2023-03-05,2023-03-05 20:47:15.524000+05:30,24959,od_1677385001581917,-240.0," Bought 10.00 shares x Y (Rs. 24.00 each) , Limit Order",Bought,10.0,Y,24.0,240.0,-7365.0,29.0,76.0,10.0,760.0
469,2023-03-05,2023-03-05 20:47:21.832000+05:30,24959,od_1677385001581907,690.0," Cancelled 10.00 shares x N (Rs. 69.00 each) , ",Cancelled,10.0,N,69.0,690.0,-6675.0,74.0,31.0,-10.0,-310.0
468,2023-03-05,2023-03-05 20:47:22.571000+05:30,24959,od_1677385001581920,-710.0," Bought 10.00 shares x N (Rs. 71.00 each) , Limit Order",Bought,10.0,N,71.0,710.0,-7385.0,76.0,29.0,10.0,290.0
467,2023-03-05,2023-03-05 20:47:56.268000+05:30,24959,od_1677385001581917,216.0," Cancelled 9.00 shares x Y (Rs. 24.00 each) , ",Cancelled,9.0,Y,24.0,216.0,-7169.0,29.0,76.0,-9.0,-684.0
466,2023-03-05,2023-03-05 20:47:57.015000+05:30,24959,od_1677385001581935,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-7419.0,30.0,75.0,10.0,750.0
465,2023-03-05,2023-03-05 20:48:03.826000+05:30,24959,od_1677385001581920,710.0," Cancelled 10.00 shares x N (Rs. 71.00 each) , ",Cancelled,10.0,N,71.0,710.0,-6709.0,76.0,29.0,-10.0,-290.0
464,2023-03-05,2023-03-05 20:48:04.676000+05:30,24959,od_1677385001581938,-700.0," Bought 10.00 shares x N (Rs. 70.00 each) , Limit Order",Bought,10.0,N,70.0,700.0,-7409.0,75.0,30.0,10.0,300.0
463,2023-03-05,2023-03-05 20:48:39.102000+05:30,24959,od_1677385001581935,75.0," Cancelled 3.00 shares x Y (Rs. 25.00 each) , ",Cancelled,3.0,Y,25.0,75.0,-7334.0,30.0,75.0,-3.0,-225.0
462,2023-03-05,2023-03-05 20:48:39.812000+05:30,24959,od_1677385001581953,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-7584.0,30.0,75.0,10.0,750.0
461,2023-03-05,2023-03-05 20:49:53.573000+05:30,24959,od_1677385001581953,250.0," Cancelled 10.00 shares x Y (Rs. 25.00 each) , ",Cancelled,10.0,Y,25.0,250.0,-7334.0,30.0,75.0,-10.0,-750.0
460,2023-03-05,2023-03-05 20:49:54.293000+05:30,24959,od_1677385001581986,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-7564.0,28.0,77.0,10.0,770.0
459,2023-03-05,2023-03-05 20:50:01.491000+05:30,24959,od_1677385001581938,700.0," Cancelled 10.00 shares x N (Rs. 70.00 each) , ",Cancelled,10.0,N,70.0,700.0,-6864.0,75.0,30.0,-10.0,-300.0
458,2023-03-05,2023-03-05 20:50:02.290000+05:30,24959,od_1677385001581992,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-7584.0,77.0,28.0,10.0,280.0
457,2023-03-05,2023-03-05 20:50:33.415000+05:30,24959,od_1677385001581986,184.0," Cancelled 8.00 shares x Y (Rs. 23.00 each) , ",Cancelled,8.0,Y,23.0,184.0,-7400.0,28.0,77.0,-8.0,-616.0
456,2023-03-05,2023-03-05 20:50:34.123000+05:30,24959,od_1677385001582017,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-7620.0,27.0,78.0,10.0,780.0
455,2023-03-05,2023-03-05 20:50:42.093000+05:30,24959,od_1677385001581992,720.0," Cancelled 10.00 shares x N (Rs. 72.00 each) , ",Cancelled,10.0,N,72.0,720.0,-6900.0,77.0,28.0,-10.0,-280.0
454,2023-03-05,2023-03-05 20:50:42.802000+05:30,24959,od_1677385001582024,-740.0," Bought 10.00 shares x N (Rs. 74.00 each) , Limit Order",Bought,10.0,N,74.0,740.0,-7640.0,79.0,26.0,10.0,260.0
453,2023-03-05,2023-03-05 20:51:16.111000+05:30,24959,od_1677385001582017,198.0," Cancelled 9.00 shares x Y (Rs. 22.00 each) , ",Cancelled,9.0,Y,22.0,198.0,-7442.0,27.0,78.0,-9.0,-702.0
452,2023-03-05,2023-03-05 20:51:16.832000+05:30,24959,od_1677385001582041,-210.0," Bought 10.00 shares x Y (Rs. 21.00 each) , Limit Order",Bought,10.0,Y,21.0,210.0,-7652.0,26.0,79.0,10.0,790.0
451,2023-03-05,2023-03-05 20:51:53.447000+05:30,24959,od_1677385001582041,189.0," Cancelled 9.00 shares x Y (Rs. 21.00 each) , ",Cancelled,9.0,Y,21.0,189.0,-7463.0,26.0,79.0,-9.0,-711.0
450,2023-03-05,2023-03-05 20:51:54.177000+05:30,24959,od_1677385001582065,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-7693.0,28.0,77.0,10.0,770.0
449,2023-03-05,2023-03-05 20:52:00.634000+05:30,24959,od_1677385001582069,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-8413.0,77.0,28.0,10.0,280.0
448,2023-03-05,2023-03-05 20:52:32.443000+05:30,24959,od_1677385001582065,230.0," Cancelled 10.00 shares x Y (Rs. 23.00 each) , ",Cancelled,10.0,Y,23.0,230.0,-8183.0,28.0,77.0,-10.0,-770.0
447,2023-03-05,2023-03-05 20:52:33.160000+05:30,24959,od_1677385001582086,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-8403.0,27.0,78.0,10.0,780.0
446,2023-03-05,2023-03-05 20:53:51.210000+05:30,24959,od_1677385001582069,720.0," Cancelled 10.00 shares x N (Rs. 72.00 each) , ",Cancelled,10.0,N,72.0,720.0,-7683.0,77.0,28.0,-10.0,-280.0
445,2023-03-05,2023-03-05 20:53:51.917000+05:30,24959,od_1677385001582111,-760.0," Bought 10.00 shares x N (Rs. 76.00 each) , Limit Order",Bought,10.0,N,76.0,760.0,-8443.0,81.0,24.0,10.0,240.0
444,2023-03-05,2023-03-05 20:54:28.398000+05:30,24959,od_1677385001582111,760.0," Cancelled 10.00 shares x N (Rs. 76.00 each) , ",Cancelled,10.0,N,76.0,760.0,-7683.0,81.0,24.0,-10.0,-240.0
443,2023-03-05,2023-03-05 20:54:29.292000+05:30,24959,od_1677385001582125,-740.0," Bought 10.00 shares x N (Rs. 74.00 each) , Limit Order",Bought,10.0,N,74.0,740.0,-8423.0,79.0,26.0,10.0,260.0
442,2023-03-05,2023-03-05 20:55:06.261000+05:30,24959,od_1677385001582125,740.0," Cancelled 10.00 shares x N (Rs. 74.00 each) , ",Cancelled,10.0,N,74.0,740.0,-7683.0,79.0,26.0,-10.0,-260.0
441,2023-03-05,2023-03-05 20:55:07.048000+05:30,24959,od_1677385001582135,-750.0," Bought 10.00 shares x N (Rs. 75.00 each) , Limit Order",Bought,10.0,N,75.0,750.0,-8433.0,80.0,25.0,10.0,250.0
440,2023-03-05,2023-03-05 20:55:40.383000+05:30,24959,od_1677385001582086,220.0," Cancelled 10.00 shares x Y (Rs. 22.00 each) , ",Cancelled,10.0,Y,22.0,220.0,-8213.0,27.0,78.0,-10.0,-780.0
439,2023-03-05,2023-03-05 20:55:41.126000+05:30,24959,od_1677385001582148,-240.0," Bought 10.00 shares x Y (Rs. 24.00 each) , Limit Order",Bought,10.0,Y,24.0,240.0,-8453.0,29.0,76.0,10.0,760.0
438,2023-03-05,2023-03-05 20:55:47.886000+05:30,24959,od_1677385001582135,750.0," Cancelled 10.00 shares x N (Rs. 75.00 each) , ",Cancelled,10.0,N,75.0,750.0,-7703.0,80.0,25.0,-10.0,-250.0
437,2023-03-05,2023-03-05 20:55:49.067000+05:30,24959,od_1677385001582151,-710.0," Bought 10.00 shares x N (Rs. 71.00 each) , Limit Order",Bought,10.0,N,71.0,710.0,-8413.0,76.0,29.0,10.0,290.0
436,2023-03-05,2023-03-05 20:56:22.714000+05:30,24959,od_1677385001582171,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-8643.0,28.0,77.0,10.0,770.0
435,2023-03-05,2023-03-05 20:57:06.826000+05:30,24959,od_1677385001582151,710.0," Cancelled 10.00 shares x N (Rs. 71.00 each) , ",Cancelled,10.0,N,71.0,710.0,-7933.0,76.0,29.0,-10.0,-290.0
434,2023-03-05,2023-03-05 20:57:07.645000+05:30,24959,od_1677385001582186,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-8653.0,77.0,28.0,10.0,280.0
433,2023-03-05,2023-03-05 20:57:39.634000+05:30,24959,od_1677385001582171,46.0," Cancelled 2.00 shares x Y (Rs. 23.00 each) , ",Cancelled,2.0,Y,23.0,46.0,-8607.0,28.0,77.0,-2.0,-154.0
432,2023-03-05,2023-03-05 20:57:41.352000+05:30,24959,od_1677385001582199,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-8907.0,35.0,70.0,10.0,700.0
431,2023-03-05,2023-03-05 20:57:48.836000+05:30,24959,od_1677385001582186,720.0," Cancelled 10.00 shares x N (Rs. 72.00 each) , ",Cancelled,10.0,N,72.0,720.0,-8187.0,77.0,28.0,-10.0,-280.0
430,2023-03-05,2023-03-05 20:57:49.538000+05:30,24959,od_1677385001582202,-650.0," Bought 10.00 shares x N (Rs. 65.00 each) , Limit Order",Bought,10.0,N,65.0,650.0,-8837.0,70.0,35.0,10.0,350.0
429,2023-03-05,2023-03-05 20:58:26.163000+05:30,24959,od_1677385001582219,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-9137.0,35.0,70.0,10.0,700.0
428,2023-03-05,2023-03-05 20:58:32.432000+05:30,24959,od_1677385001582202,650.0," Cancelled 10.00 shares x N (Rs. 65.00 each) , ",Cancelled,10.0,N,65.0,650.0,-8487.0,70.0,35.0,-10.0,-350.0
427,2023-03-05,2023-03-05 20:58:33.139000+05:30,24959,od_1677385001582226,-640.0," Bought 10.00 shares x N (Rs. 64.00 each) , Limit Order",Bought,10.0,N,64.0,640.0,-9127.0,69.0,36.0,10.0,360.0
426,2023-03-05,2023-03-05 20:59:53.089000+05:30,24959,od_1677385001582226,640.0," Cancelled 10.00 shares x N (Rs. 64.00 each) , ",Cancelled,10.0,N,64.0,640.0,-8487.0,69.0,36.0,-10.0,-360.0
425,2023-03-05,2023-03-05 20:59:53.803000+05:30,24959,od_1677385001582254,-650.0," Bought 10.00 shares x N (Rs. 65.00 each) , Limit Order",Bought,10.0,N,65.0,650.0,-9137.0,70.0,35.0,10.0,350.0
424,2023-03-05,2023-03-05 21:00:32.943000+05:30,24959,od_1677385001582219,300.0," Cancelled 10.00 shares x Y (Rs. 30.00 each) , ",Cancelled,10.0,Y,30.0,300.0,-8837.0,35.0,70.0,-10.0,-700.0
423,2023-03-05,2023-03-05 21:00:33.668000+05:30,24959,od_1677385001582265,-290.0," Bought 10.00 shares x Y (Rs. 29.00 each) , Limit Order",Bought,10.0,Y,29.0,290.0,-9127.0,34.0,71.0,10.0,710.0
422,2023-03-05,2023-03-05 21:00:40.367000+05:30,24959,od_1677385001582254,650.0," Cancelled 10.00 shares x N (Rs. 65.00 each) , ",Cancelled,10.0,N,65.0,650.0,-8477.0,70.0,35.0,-10.0,-350.0
421,2023-03-05,2023-03-05 21:00:41.140000+05:30,24959,od_1677385001582268,-660.0," Bought 10.00 shares x N (Rs. 66.00 each) , Limit Order",Bought,10.0,N,66.0,660.0,-9137.0,71.0,34.0,10.0,340.0
420,2023-03-05,2023-03-05 21:01:13.425000+05:30,24959,od_1677385001582265,290.0," Cancelled 10.00 shares x Y (Rs. 29.00 each) , ",Cancelled,10.0,Y,29.0,290.0,-8847.0,34.0,71.0,-10.0,-710.0
419,2023-03-05,2023-03-05 21:01:14.223000+05:30,24959,od_1677385001582280,-280.0," Bought 10.00 shares x Y (Rs. 28.00 each) , Limit Order",Bought,10.0,Y,28.0,280.0,-9127.0,33.0,72.0,10.0,720.0
418,2023-03-05,2023-03-05 21:01:20.690000+05:30,24959,od_1677385001582268,660.0," Cancelled 10.00 shares x N (Rs. 66.00 each) , ",Cancelled,10.0,N,66.0,660.0,-8467.0,71.0,34.0,-10.0,-340.0
