,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
638,2023-03-07,2023-03-07 19:44:35.775000+05:30,25236,od_1677385001654869,-400.0," Bought 10.00 shares x N (Rs. 40.00 each) , Limit Order",Bought,10.0,N,40.0,400.0,-3172.0,45.0,60.0,10.0,600.0
637,2023-03-07,2023-03-07 19:45:07.496000+05:30,25236,od_1677385001654964,-550.0," Bought 10.00 shares x Y (Rs. 55.00 each) , Limit Order",Bought,10.0,Y,55.0,550.0,-3722.0,60.0,45.0,10.0,450.0
636,2023-03-07,2023-03-07 19:45:14.302000+05:30,25236,od_1677385001654869,160.0," Cancelled 4.00 shares x N (Rs. 40.00 each) , ",Cancelled,4.0,N,40.0,160.0,-3562.0,45.0,60.0,-4.0,-240.0
635,2023-03-07,2023-03-07 19:45:15+05:30,25236,od_1677385001654983,-390.0," Bought 10.00 shares x N (Rs. 39.00 each) , Limit Order",Bought,10.0,N,39.0,390.0,-3952.0,44.0,61.0,10.0,610.0
634,2023-03-07,2023-03-07 19:45:50.540000+05:30,25236,od_1677385001655061,-550.0," Bought 10.00 shares x Y (Rs. 55.00 each) , Limit Order",Bought,10.0,Y,55.0,550.0,-4502.0,60.0,45.0,10.0,450.0
633,2023-03-07,2023-03-07 19:45:57.569000+05:30,25236,od_1677385001654983,117.0," Cancelled 3.00 shares x N (Rs. 39.00 each) , ",Cancelled,3.0,N,39.0,117.0,-4385.0,44.0,61.0,-3.0,-183.0
632,2023-03-07,2023-03-07 19:45:58.271000+05:30,25236,od_1677385001655095,-390.0," Bought 10.00 shares x N (Rs. 39.00 each) , Limit Order",Bought,10.0,N,39.0,390.0,-4775.0,44.0,61.0,10.0,610.0
631,2023-03-07,2023-03-07 19:46:32.299000+05:30,25236,od_1677385001655206,-540.0," Bought 10.00 shares x Y (Rs. 54.00 each) , Limit Order",Bought,10.0,Y,54.0,540.0,-5315.0,59.0,46.0,10.0,460.0
630,2023-03-07,2023-03-07 19:46:38.995000+05:30,25236,od_1677385001655095,156.0," Cancelled 4.00 shares x N (Rs. 39.00 each) , ",Cancelled,4.0,N,39.0,156.0,-5159.0,44.0,61.0,-4.0,-244.0
629,2023-03-07,2023-03-07 19:46:39.737000+05:30,25236,od_1677385001655223,-400.0," Bought 10.00 shares x N (Rs. 40.00 each) , Limit Order",Bought,10.0,N,40.0,400.0,-5559.0,45.0,60.0,10.0,600.0
628,2023-03-07,2023-03-07 19:47:15.372000+05:30,25236,od_1677385001655206,486.0," Cancelled 9.00 shares x Y (Rs. 54.00 each) , ",Cancelled,9.0,Y,54.0,486.0,-5073.0,59.0,46.0,-9.0,-414.0
627,2023-03-07,2023-03-07 19:47:16.062000+05:30,25236,od_1677385001655353,-560.0," Bought 10.00 shares x Y (Rs. 56.00 each) , Limit Order",Bought,10.0,Y,56.0,560.0,-5633.0,61.0,44.0,10.0,440.0
626,2023-03-07,2023-03-07 19:47:22.728000+05:30,25236,od_1677385001655223,400.0," Cancelled 10.00 shares x N (Rs. 40.00 each) , ",Cancelled,10.0,N,40.0,400.0,-5233.0,45.0,60.0,-10.0,-600.0
625,2023-03-07,2023-03-07 19:47:23.431000+05:30,25236,od_1677385001655379,-380.0," Bought 10.00 shares x N (Rs. 38.00 each) , Limit Order",Bought,10.0,N,38.0,380.0,-5613.0,43.0,62.0,10.0,620.0
624,2023-03-07,2023-03-07 19:47:55.983000+05:30,25236,od_1677385001655488,-590.0," Bought 10.00 shares x Y (Rs. 59.00 each) , Limit Order",Bought,10.0,Y,59.0,590.0,-6203.0,64.0,41.0,10.0,410.0
623,2023-03-07,2023-03-07 19:48:02.762000+05:30,25236,od_1677385001655379,380.0," Cancelled 10.00 shares x N (Rs. 38.00 each) , ",Cancelled,10.0,N,38.0,380.0,-5823.0,43.0,62.0,-10.0,-620.0
622,2023-03-07,2023-03-07 19:48:03.495000+05:30,25236,od_1677385001655517,-350.0," Bought 10.00 shares x N (Rs. 35.00 each) , Limit Order",Bought,10.0,N,35.0,350.0,-6173.0,40.0,65.0,10.0,650.0
621,2023-03-07,2023-03-07 19:48:37.433000+05:30,25236,od_1677385001655656,-590.0," Bought 10.00 shares x Y (Rs. 59.00 each) , Limit Order",Bought,10.0,Y,59.0,590.0,-6763.0,64.0,41.0,10.0,410.0
620,2023-03-07,2023-03-07 19:49:15.920000+05:30,25236,od_1677385001655791,-580.0," Bought 10.00 shares x Y (Rs. 58.00 each) , Limit Order",Bought,10.0,Y,58.0,580.0,-7343.0,63.0,42.0,10.0,420.0
619,2023-03-07,2023-03-07 19:49:23.438000+05:30,25236,od_1677385001655517,350.0," Cancelled 10.00 shares x N (Rs. 35.00 each) , ",Cancelled,10.0,N,35.0,350.0,-6993.0,40.0,65.0,-10.0,-650.0
618,2023-03-07,2023-03-07 19:49:24.132000+05:30,25236,od_1677385001655815,-360.0," Bought 10.00 shares x N (Rs. 36.00 each) , Limit Order",Bought,10.0,N,36.0,360.0,-7353.0,41.0,64.0,10.0,640.0
617,2023-03-07,2023-03-07 19:49:57.760000+05:30,25236,od_1677385001655922,-570.0," Bought 10.00 shares x Y (Rs. 57.00 each) , Limit Order",Bought,10.0,Y,57.0,570.0,-7923.0,62.0,43.0,10.0,430.0
616,2023-03-07,2023-03-07 19:50:06.307000+05:30,25236,od_1677385001655815,360.0," Cancelled 10.00 shares x N (Rs. 36.00 each) , ",Cancelled,10.0,N,36.0,360.0,-7563.0,41.0,64.0,-10.0,-640.0
615,2023-03-07,2023-03-07 19:50:07.113000+05:30,25236,od_1677385001655942,-380.0," Bought 10.00 shares x N (Rs. 38.00 each) , Limit Order",Bought,10.0,N,38.0,380.0,-7943.0,43.0,62.0,10.0,620.0
614,2023-03-07,2023-03-07 19:50:38.494000+05:30,25236,od_1677385001655922,570.0," Cancelled 10.00 shares x Y (Rs. 57.00 each) , ",Cancelled,10.0,Y,57.0,570.0,-7373.0,62.0,43.0,-10.0,-430.0
613,2023-03-07,2023-03-07 19:50:39.197000+05:30,25236,od_1677385001656056,-560.0," Bought 10.00 shares x Y (Rs. 56.00 each) , Limit Order",Bought,10.0,Y,56.0,560.0,-7933.0,61.0,44.0,10.0,440.0
612,2023-03-07,2023-03-07 19:51:16.861000+05:30,25236,od_1677385001656154,-560.0," Bought 10.00 shares x Y (Rs. 56.00 each) , Limit Order",Bought,10.0,Y,56.0,560.0,-8493.0,61.0,44.0,10.0,440.0
611,2023-03-07,2023-03-07 19:51:55.760000+05:30,25236,od_1677385001656294,-550.0," Bought 10.00 shares x Y (Rs. 55.00 each) , Limit Order",Bought,10.0,Y,55.0,550.0,-9043.0,60.0,45.0,10.0,450.0
610,2023-03-07,2023-03-07 19:52:03.574000+05:30,25236,od_1677385001655942,380.0," Cancelled 10.00 shares x N (Rs. 38.00 each) , ",Cancelled,10.0,N,38.0,380.0,-8663.0,43.0,62.0,-10.0,-620.0
609,2023-03-07,2023-03-07 19:52:04.280000+05:30,25236,od_1677385001656336,-390.0," Bought 10.00 shares x N (Rs. 39.00 each) , Limit Order",Bought,10.0,N,39.0,390.0,-9053.0,44.0,61.0,10.0,610.0
608,2023-03-07,2023-03-07 19:52:38.098000+05:30,25236,od_1677385001656294,550.0," Cancelled 10.00 shares x Y (Rs. 55.00 each) , ",Cancelled,10.0,Y,55.0,550.0,-8503.0,60.0,45.0,-10.0,-450.0
607,2023-03-07,2023-03-07 19:52:38.795000+05:30,25236,od_1677385001656404,-540.0," Bought 10.00 shares x Y (Rs. 54.00 each) , Limit Order",Bought,10.0,Y,54.0,540.0,-9043.0,59.0,46.0,10.0,460.0
606,2023-03-07,2023-03-07 19:52:46.719000+05:30,25236,od_1677385001656336,390.0," Cancelled 10.00 shares x N (Rs. 39.00 each) , ",Cancelled,10.0,N,39.0,390.0,-8653.0,44.0,61.0,-10.0,-610.0
605,2023-03-07,2023-03-07 19:52:47.418000+05:30,25236,od_1677385001656444,-400.0," Bought 10.00 shares x N (Rs. 40.00 each) , Limit Order",Bought,10.0,N,40.0,400.0,-9053.0,45.0,60.0,10.0,600.0
604,2023-03-07,2023-03-07 19:53:21.680000+05:30,25236,od_1677385001656534,-540.0," Bought 10.00 shares x Y (Rs. 54.00 each) , Limit Order",Bought,10.0,Y,54.0,540.0,-9593.0,59.0,46.0,10.0,460.0
603,2023-03-07,2023-03-07 19:53:58.412000+05:30,25236,od_1677385001656534,540.0," Cancelled 10.00 shares x Y (Rs. 54.00 each) , ",Cancelled,10.0,Y,54.0,540.0,-9053.0,59.0,46.0,-10.0,-460.0
602,2023-03-07,2023-03-07 19:53:59.112000+05:30,25236,od_1677385001656629,-324.0," Bought 6.00 shares x Y (Rs. 54.00 each) , Limit Order",Bought,6.0,Y,54.0,324.0,-9377.0,59.0,46.0,6.0,276.0
601,2023-03-07,2023-03-07 19:54:40.161000+05:30,25236,od_1677385001656629,324.0," Cancelled 6.00 shares x Y (Rs. 54.00 each) , ",Cancelled,6.0,Y,54.0,324.0,-9053.0,59.0,46.0,-6.0,-276.0
600,2023-03-07,2023-03-07 19:54:41.032000+05:30,25236,od_1677385001656727,-342.0," Bought 6.00 shares x Y (Rs. 57.00 each) , Limit Order",Bought,6.0,Y,57.0,342.0,-9395.0,62.0,43.0,6.0,258.0
599,2023-03-07,2023-03-07 19:54:48.747000+05:30,25236,od_1677385001656444,400.0," Cancelled 10.00 shares x N (Rs. 40.00 each) , ",Cancelled,10.0,N,40.0,400.0,-8995.0,45.0,60.0,-10.0,-600.0
598,2023-03-07,2023-03-07 19:54:49.446000+05:30,25236,od_1677385001656754,-370.0," Bought 10.00 shares x N (Rs. 37.00 each) , Limit Order",Bought,10.0,N,37.0,370.0,-9365.0,42.0,63.0,10.0,630.0
597,2023-03-07,2023-03-07 19:55:23.088000+05:30,25236,od_1677385001656727,285.0," Cancelled 5.00 shares x Y (Rs. 57.00 each) , ",Cancelled,5.0,Y,57.0,285.0,-9080.0,62.0,43.0,-5.0,-215.0
596,2023-03-07,2023-03-07 19:55:23.801000+05:30,25236,od_1677385001656862,-280.0," Bought 5.00 shares x Y (Rs. 56.00 each) , Limit Order",Bought,5.0,Y,56.0,280.0,-9360.0,61.0,44.0,5.0,220.0
595,2023-03-07,2023-03-07 19:55:31.168000+05:30,25236,od_1677385001656754,370.0," Cancelled 10.00 shares x N (Rs. 37.00 each) , ",Cancelled,10.0,N,37.0,370.0,-8990.0,42.0,63.0,-10.0,-630.0
594,2023-03-07,2023-03-07 19:55:31.956000+05:30,25236,od_1677385001656885,-380.0," Bought 10.00 shares x N (Rs. 38.00 each) , Limit Order",Bought,10.0,N,38.0,380.0,-9370.0,43.0,62.0,10.0,620.0
593,2023-03-07,2023-03-07 19:56:08.168000+05:30,25236,od_1677385001656862,280.0," Cancelled 5.00 shares x Y (Rs. 56.00 each) , ",Cancelled,5.0,Y,56.0,280.0,-9090.0,61.0,44.0,-5.0,-220.0
592,2023-03-07,2023-03-07 19:56:08.881000+05:30,25236,od_1677385001657006,-275.0," Bought 5.00 shares x Y (Rs. 55.00 each) , Limit Order",Bought,5.0,Y,55.0,275.0,-9365.0,60.0,45.0,5.0,225.0
591,2023-03-07,2023-03-07 19:56:15.260000+05:30,25236,od_1677385001656885,380.0," Cancelled 10.00 shares x N (Rs. 38.00 each) , ",Cancelled,10.0,N,38.0,380.0,-8985.0,43.0,62.0,-10.0,-620.0
590,2023-03-07,2023-03-07 19:56:15.983000+05:30,25236,od_1677385001657025,-390.0," Bought 10.00 shares x N (Rs. 39.00 each) , Limit Order",Bought,10.0,N,39.0,390.0,-9375.0,44.0,61.0,10.0,610.0
589,2023-03-07,2023-03-07 19:58:12.234000+05:30,25236,od_1677385001657006,275.0," Cancelled 5.00 shares x Y (Rs. 55.00 each) , ",Cancelled,5.0,Y,55.0,275.0,-9100.0,60.0,45.0,-5.0,-225.0
588,2023-03-07,2023-03-07 19:58:12.931000+05:30,25236,od_1677385001657371,-236.0," Bought 4.00 shares x Y (Rs. 59.00 each) , Limit Order",Bought,4.0,Y,59.0,236.0,-9336.0,64.0,41.0,4.0,164.0
587,2023-03-07,2023-03-07 19:58:19.792000+05:30,25236,od_1677385001657025,390.0," Cancelled 10.00 shares x N (Rs. 39.00 each) , ",Cancelled,10.0,N,39.0,390.0,-8946.0,44.0,61.0,-10.0,-610.0
586,2023-03-07,2023-03-07 19:58:20.547000+05:30,25236,od_1677385001657407,-360.0," Bought 10.00 shares x N (Rs. 36.00 each) , Limit Order",Bought,10.0,N,36.0,360.0,-9306.0,41.0,64.0,10.0,640.0
585,2023-03-07,2023-03-07 19:58:53.610000+05:30,25236,od_1677385001657371,177.0," Cancelled 3.00 shares x Y (Rs. 59.00 each) , ",Cancelled,3.0,Y,59.0,177.0,-9129.0,64.0,41.0,-3.0,-123.0
584,2023-03-07,2023-03-07 19:58:54.308000+05:30,25236,od_1677385001657515,-228.0," Bought 4.00 shares x Y (Rs. 57.00 each) , Limit Order",Bought,4.0,Y,57.0,228.0,-9357.0,62.0,43.0,4.0,172.0
583,2023-03-07,2023-03-07 19:59:00.498000+05:30,25236,od_1677385001657407,360.0," Cancelled 10.00 shares x N (Rs. 36.00 each) , ",Cancelled,10.0,N,36.0,360.0,-8997.0,41.0,64.0,-10.0,-640.0
582,2023-03-07,2023-03-07 19:59:01.211000+05:30,25236,od_1677385001657533,-370.0," Bought 10.00 shares x N (Rs. 37.00 each) , Limit Order",Bought,10.0,N,37.0,370.0,-9367.0,42.0,63.0,10.0,630.0
581,2023-03-07,2023-03-07 20:00:12.758000+05:30,25236,od_1677385001657515,228.0," Cancelled 4.00 shares x Y (Rs. 57.00 each) , ",Cancelled,4.0,Y,57.0,228.0,-9139.0,62.0,43.0,-4.0,-172.0
580,2023-03-07,2023-03-07 20:00:13.458000+05:30,25236,od_1677385001657753,-177.0," Bought 3.00 shares x Y (Rs. 59.00 each) , Limit Order",Bought,3.0,Y,59.0,177.0,-9316.0,64.0,41.0,3.0,123.0
579,2023-03-07,2023-03-07 20:00:20.315000+05:30,25236,od_1677385001657533,370.0," Cancelled 10.00 shares x N (Rs. 37.00 each) , ",Cancelled,10.0,N,37.0,370.0,-8946.0,42.0,63.0,-10.0,-630.0
578,2023-03-07,2023-03-07 20:00:22.438000+05:30,25236,od_1677385001657783,-360.0," Bought 10.00 shares x N (Rs. 36.00 each) , Limit Order",Bought,10.0,N,36.0,360.0,-9306.0,41.0,64.0,10.0,640.0
577,2023-03-07,2023-03-07 20:01:02.586000+05:30,25236,od_1677385001657882,-354.0," Bought 6.00 shares x Y (Rs. 59.00 each) , Limit Order",Bought,6.0,Y,59.0,354.0,-9660.0,64.0,41.0,6.0,246.0
576,2023-03-07,2023-03-07 20:01:08.908000+05:30,25236,od_1677385001657783,72.0," Cancelled 2.00 shares x N (Rs. 36.00 each) , ",Cancelled,2.0,N,36.0,72.0,-9588.0,41.0,64.0,-2.0,-128.0
575,2023-03-07,2023-03-07 20:01:09.970000+05:30,25236,od_1677385001657897,-360.0," Bought 10.00 shares x N (Rs. 36.00 each) , Limit Order",Bought,10.0,N,36.0,360.0,-9948.0,41.0,64.0,10.0,640.0
574,2023-03-07,2023-03-07 20:01:41.900000+05:30,25236,od_1677385001657977,-212.0," Bought 4.00 shares x Y (Rs. 53.00 each) , Limit Order",Bought,4.0,Y,53.0,212.0,-10160.0,58.0,47.0,4.0,188.0
573,2023-03-07,2023-03-07 20:01:48.468000+05:30,25236,od_1677385001657897,360.0," Cancelled 10.00 shares x N (Rs. 36.00 each) , ",Cancelled,10.0,N,36.0,360.0,-9800.0,41.0,64.0,-10.0,-640.0
572,2023-03-07,2023-03-07 20:01:49.182000+05:30,25236,od_1677385001657998,-410.0," Bought 10.00 shares x N (Rs. 41.00 each) , Limit Order",Bought,10.0,N,41.0,410.0,-10210.0,46.0,59.0,10.0,590.0
571,2023-03-07,2023-03-07 20:02:23.771000+05:30,25236,od_1677385001657977,212.0," Cancelled 4.00 shares x Y (Rs. 53.00 each) , ",Cancelled,4.0,Y,53.0,212.0,-9998.0,58.0,47.0,-4.0,-188.0
570,2023-03-07,2023-03-07 20:02:24.482000+05:30,25236,od_1677385001658067,-204.0," Bought 4.00 shares x Y (Rs. 51.00 each) , Limit Order",Bought,4.0,Y,51.0,204.0,-10202.0,56.0,49.0,4.0,196.0
569,2023-03-07,2023-03-07 20:02:30.925000+05:30,25236,od_1677385001657998,410.0," Cancelled 10.00 shares x N (Rs. 41.00 each) , ",Cancelled,10.0,N,41.0,410.0,-9792.0,46.0,59.0,-10.0,-590.0
568,2023-03-07,2023-03-07 20:02:31.638000+05:30,25236,od_1677385001658089,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-10212.0,47.0,58.0,10.0,580.0
567,2023-03-07,2023-03-07 20:03:06.025000+05:30,25236,od_1677385001658067,153.0," Cancelled 3.00 shares x Y (Rs. 51.00 each) , ",Cancelled,3.0,Y,51.0,153.0,-10059.0,56.0,49.0,-3.0,-147.0
566,2023-03-07,2023-03-07 20:03:06.737000+05:30,25236,od_1677385001658167,-208.0," Bought 4.00 shares x Y (Rs. 52.00 each) , Limit Order",Bought,4.0,Y,52.0,208.0,-10267.0,57.0,48.0,4.0,192.0
565,2023-03-07,2023-03-07 20:03:12.966000+05:30,25236,od_1677385001658089,378.0," Cancelled 9.00 shares x N (Rs. 42.00 each) , ",Cancelled,9.0,N,42.0,378.0,-9889.0,47.0,58.0,-9.0,-522.0
564,2023-03-07,2023-03-07 20:03:13.704000+05:30,25236,od_1677385001658184,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-10309.0,47.0,58.0,10.0,580.0
563,2023-03-07,2023-03-07 20:03:48.858000+05:30,25236,od_1677385001658260,-102.0," Bought 2.00 shares x Y (Rs. 51.00 each) , Limit Order",Bought,2.0,Y,51.0,102.0,-10411.0,56.0,49.0,2.0,98.0
562,2023-03-07,2023-03-07 20:03:55.181000+05:30,25236,od_1677385001658184,336.0," Cancelled 8.00 shares x N (Rs. 42.00 each) , ",Cancelled,8.0,N,42.0,336.0,-10075.0,47.0,58.0,-8.0,-464.0
561,2023-03-07,2023-03-07 20:03:55.879000+05:30,25236,od_1677385001658279,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-10495.0,47.0,58.0,10.0,580.0
560,2023-03-07,2023-03-07 20:04:30.029000+05:30,25236,od_1677385001658260,102.0," Cancelled 2.00 shares x Y (Rs. 51.00 each) , ",Cancelled,2.0,Y,51.0,102.0,-10393.0,56.0,49.0,-2.0,-98.0
559,2023-03-07,2023-03-07 20:04:30.755000+05:30,25236,od_1677385001658334,-100.0," Bought 2.00 shares x Y (Rs. 50.00 each) , Limit Order",Bought,2.0,Y,50.0,100.0,-10493.0,55.0,50.0,2.0,100.0
558,2023-03-07,2023-03-07 20:04:37.022000+05:30,25236,od_1677385001658279,420.0," Cancelled 10.00 shares x N (Rs. 42.00 each) , ",Cancelled,10.0,N,42.0,420.0,-10073.0,47.0,58.0,-10.0,-580.0
557,2023-03-07,2023-03-07 20:04:37.722000+05:30,25236,od_1677385001658353,-440.0," Bought 10.00 shares x N (Rs. 44.00 each) , Limit Order",Bought,10.0,N,44.0,440.0,-10513.0,49.0,56.0,10.0,560.0
556,2023-03-07,2023-03-07 20:05:12.248000+05:30,25236,od_1677385001658334,100.0," Cancelled 2.00 shares x Y (Rs. 50.00 each) , ",Cancelled,2.0,Y,50.0,100.0,-10413.0,55.0,50.0,-2.0,-100.0
555,2023-03-07,2023-03-07 20:05:12.954000+05:30,25236,od_1677385001658473,-147.0," Bought 3.00 shares x Y (Rs. 49.00 each) , Limit Order",Bought,3.0,Y,49.0,147.0,-10560.0,54.0,51.0,3.0,153.0
554,2023-03-07,2023-03-07 20:05:19.211000+05:30,25236,od_1677385001658353,396.0," Cancelled 9.00 shares x N (Rs. 44.00 each) , ",Cancelled,9.0,N,44.0,396.0,-10164.0,49.0,56.0,-9.0,-504.0
553,2023-03-07,2023-03-07 20:05:19.921000+05:30,25236,od_1677385001658490,-450.0," Bought 10.00 shares x N (Rs. 45.00 each) , Limit Order",Bought,10.0,N,45.0,450.0,-10614.0,50.0,55.0,10.0,550.0
552,2023-03-07,2023-03-07 20:05:52.253000+05:30,25236,od_1677385001658473,147.0," Cancelled 3.00 shares x Y (Rs. 49.00 each) , ",Cancelled,3.0,Y,49.0,147.0,-10467.0,54.0,51.0,-3.0,-153.0
551,2023-03-07,2023-03-07 20:05:52.980000+05:30,25236,od_1677385001658590,-500.0," Bought 10.00 shares x Y (Rs. 50.00 each) , Limit Order",Bought,10.0,Y,50.0,500.0,-10967.0,55.0,50.0,10.0,500.0
550,2023-03-07,2023-03-07 20:05:59.305000+05:30,25236,od_1677385001658609,-440.0," Bought 10.00 shares x N (Rs. 44.00 each) , Limit Order",Bought,10.0,N,44.0,440.0,-11407.0,49.0,56.0,10.0,560.0
549,2023-03-07,2023-03-07 20:06:32.440000+05:30,25236,od_1677385001658590,450.0," Cancelled 9.00 shares x Y (Rs. 50.00 each) , ",Cancelled,9.0,Y,50.0,450.0,-10957.0,55.0,50.0,-9.0,-450.0
548,2023-03-07,2023-03-07 20:06:33.150000+05:30,25236,od_1677385001658715,-490.0," Bought 10.00 shares x Y (Rs. 49.00 each) , Limit Order",Bought,10.0,Y,49.0,490.0,-11447.0,54.0,51.0,10.0,510.0
547,2023-03-07,2023-03-07 20:06:39.912000+05:30,25236,od_1677385001658609,440.0," Cancelled 10.00 shares x N (Rs. 44.00 each) , ",Cancelled,10.0,N,44.0,440.0,-11007.0,49.0,56.0,-10.0,-560.0
546,2023-03-07,2023-03-07 20:06:40.618000+05:30,25236,od_1677385001658737,-450.0," Bought 10.00 shares x N (Rs. 45.00 each) , Limit Order",Bought,10.0,N,45.0,450.0,-11457.0,50.0,55.0,10.0,550.0
545,2023-03-07,2023-03-07 20:07:14.038000+05:30,25236,od_1677385001658715,441.0," Cancelled 9.00 shares x Y (Rs. 49.00 each) , ",Cancelled,9.0,Y,49.0,441.0,-11016.0,54.0,51.0,-9.0,-459.0
544,2023-03-07,2023-03-07 20:07:14.773000+05:30,25236,od_1677385001658847,-510.0," Bought 10.00 shares x Y (Rs. 51.00 each) , Limit Order",Bought,10.0,Y,51.0,510.0,-11526.0,56.0,49.0,10.0,490.0
543,2023-03-07,2023-03-07 20:07:21.442000+05:30,25236,od_1677385001658737,90.0," Cancelled 2.00 shares x N (Rs. 45.00 each) , ",Cancelled,2.0,N,45.0,90.0,-11436.0,50.0,55.0,-2.0,-110.0
542,2023-03-07,2023-03-07 20:07:22.132000+05:30,25236,od_1677385001658870,-430.0," Bought 10.00 shares x N (Rs. 43.00 each) , Limit Order",Bought,10.0,N,43.0,430.0,-11866.0,48.0,57.0,10.0,570.0
541,2023-03-07,2023-03-07 20:08:00.407000+05:30,25236,od_1677385001658847,306.0," Cancelled 6.00 shares x Y (Rs. 51.00 each) , ",Cancelled,6.0,Y,51.0,306.0,-11560.0,56.0,49.0,-6.0,-294.0
540,2023-03-07,2023-03-07 20:08:01.173000+05:30,25236,od_1677385001658947,-510.0," Bought 10.00 shares x Y (Rs. 51.00 each) , Limit Order",Bought,10.0,Y,51.0,510.0,-12070.0,56.0,49.0,10.0,490.0
539,2023-03-07,2023-03-07 20:08:09.718000+05:30,25236,od_1677385001658870,430.0," Cancelled 10.00 shares x N (Rs. 43.00 each) , ",Cancelled,10.0,N,43.0,430.0,-11640.0,48.0,57.0,-10.0,-570.0
538,2023-03-07,2023-03-07 20:08:11.105000+05:30,25236,od_1677385001658973,-440.0," Bought 10.00 shares x N (Rs. 44.00 each) , Limit Order",Bought,10.0,N,44.0,440.0,-12080.0,49.0,56.0,10.0,560.0
