,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
353,2023-03-04,2023-03-04 19:09:39.137000+05:30,24796,od_1677385001554707,430.0," Cancelled 10.00 shares x Y (Rs. 43.00 each) , ",Cancelled,10.0,Y,43.0,430.0,-2418.0,48.0,57.0,-10.0,-570.0
352,2023-03-04,2023-03-04 19:09:39.855000+05:30,24796,od_1677385001554747,-440.0," Bought 10.00 shares x Y (Rs. 44.00 each) , Limit Order",Bought,10.0,Y,44.0,440.0,-2858.0,49.0,56.0,10.0,560.0
351,2023-03-04,2023-03-04 19:11:00.937000+05:30,24796,od_1677385001554747,440.0," Cancelled 10.00 shares x Y (Rs. 44.00 each) , ",Cancelled,10.0,Y,44.0,440.0,-2418.0,49.0,56.0,-10.0,-560.0
350,2023-03-04,2023-03-04 19:11:23.665000+05:30,24796,od_1677385001554772,-430.0," Bought 10.00 shares x Y (Rs. 43.00 each) , Limit Order",Bought,10.0,Y,43.0,430.0,-2848.0,48.0,57.0,10.0,570.0
349,2023-03-04,2023-03-04 19:11:30.104000+05:30,24796,od_1677385001554774,-490.0," Bought 10.00 shares x N (Rs. 49.00 each) , Limit Order",Bought,10.0,N,49.0,490.0,-3338.0,54.0,51.0,10.0,510.0
348,2023-03-04,2023-03-04 19:12:11.456000+05:30,24796,od_1677385001554774,441.0," Cancelled 9.00 shares x N (Rs. 49.00 each) , ",Cancelled,9.0,N,49.0,441.0,-2897.0,54.0,51.0,-9.0,-459.0
347,2023-03-04,2023-03-04 19:12:12.181000+05:30,24796,od_1677385001554784,-490.0," Bought 10.00 shares x N (Rs. 49.00 each) , Limit Order",Bought,10.0,N,49.0,490.0,-3387.0,54.0,51.0,10.0,510.0
346,2023-03-04,2023-03-04 19:12:40.689000+05:30,24796,od_1677385001554772,430.0," Cancelled 10.00 shares x Y (Rs. 43.00 each) , ",Cancelled,10.0,Y,43.0,430.0,-2957.0,48.0,57.0,-10.0,-570.0
345,2023-03-04,2023-03-04 19:12:41.389000+05:30,24796,od_1677385001554795,-440.0," Bought 10.00 shares x Y (Rs. 44.00 each) , Limit Order",Bought,10.0,Y,44.0,440.0,-3397.0,49.0,56.0,10.0,560.0
344,2023-03-04,2023-03-04 19:12:48.984000+05:30,24796,od_1677385001554784,490.0," Cancelled 10.00 shares x N (Rs. 49.00 each) , ",Cancelled,10.0,N,49.0,490.0,-2907.0,54.0,51.0,-10.0,-510.0
343,2023-03-04,2023-03-04 19:12:49.697000+05:30,24796,od_1677385001554798,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-3387.0,53.0,52.0,10.0,520.0
342,2023-03-04,2023-03-04 19:13:24.107000+05:30,24796,od_1677385001554798,432.0," Cancelled 9.00 shares x N (Rs. 48.00 each) , ",Cancelled,9.0,N,48.0,432.0,-2955.0,53.0,52.0,-9.0,-468.0
341,2023-03-04,2023-03-04 19:13:25.758000+05:30,24796,od_1677385001554805,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-3435.0,53.0,52.0,10.0,520.0
340,2023-03-04,2023-03-04 19:14:01.566000+05:30,24796,od_1677385001554809,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-3915.0,53.0,52.0,10.0,520.0
339,2023-03-04,2023-03-04 19:14:35.047000+05:30,24796,od_1677385001554809,480.0," Cancelled 10.00 shares x N (Rs. 48.00 each) , ",Cancelled,10.0,N,48.0,480.0,-3435.0,53.0,52.0,-10.0,-520.0
338,2023-03-04,2023-03-04 19:14:35.770000+05:30,24796,od_1677385001554816,-490.0," Bought 10.00 shares x N (Rs. 49.00 each) , Limit Order",Bought,10.0,N,49.0,490.0,-3925.0,54.0,51.0,10.0,510.0
337,2023-03-04,2023-03-04 19:15:45.113000+05:30,24796,od_1677385001554816,147.0," Cancelled 3.00 shares x N (Rs. 49.00 each) , ",Cancelled,3.0,N,49.0,147.0,-3778.0,54.0,51.0,-3.0,-153.0
336,2023-03-04,2023-03-04 19:15:45.826000+05:30,24796,od_1677385001554845,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-4258.0,53.0,52.0,10.0,520.0
335,2023-03-04,2023-03-04 19:16:19.813000+05:30,24796,od_1677385001554845,432.0," Cancelled 9.00 shares x N (Rs. 48.00 each) , ",Cancelled,9.0,N,48.0,432.0,-3826.0,53.0,52.0,-9.0,-468.0
334,2023-03-04,2023-03-04 19:16:20.507000+05:30,24796,od_1677385001554852,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-4306.0,53.0,52.0,10.0,520.0
333,2023-03-04,2023-03-04 19:17:30.362000+05:30,24796,od_1677385001554852,336.0," Cancelled 7.00 shares x N (Rs. 48.00 each) , ",Cancelled,7.0,N,48.0,336.0,-3970.0,53.0,52.0,-7.0,-364.0
332,2023-03-04,2023-03-04 19:17:31.077000+05:30,24796,od_1677385001554869,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-4450.0,53.0,52.0,10.0,520.0
331,2023-03-04,2023-03-04 19:19:07.271000+05:30,24796,od_1677385001554795,440.0," Cancelled 10.00 shares x Y (Rs. 44.00 each) , ",Cancelled,10.0,Y,44.0,440.0,-4010.0,49.0,56.0,-10.0,-560.0
330,2023-03-04,2023-03-04 19:19:07.982000+05:30,24796,od_1677385001554887,-450.0," Bought 10.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,10.0,Y,45.0,450.0,-4460.0,50.0,55.0,10.0,550.0
329,2023-03-04,2023-03-04 19:19:14.194000+05:30,24796,od_1677385001554869,480.0," Cancelled 10.00 shares x N (Rs. 48.00 each) , ",Cancelled,10.0,N,48.0,480.0,-3980.0,53.0,52.0,-10.0,-520.0
328,2023-03-04,2023-03-04 19:19:14.922000+05:30,24796,od_1677385001554892,-470.0," Bought 10.00 shares x N (Rs. 47.00 each) , Limit Order",Bought,10.0,N,47.0,470.0,-4450.0,52.0,53.0,10.0,530.0
327,2023-03-04,2023-03-04 19:20:54.192000+05:30,24796,od_1677385001554914,-450.0," Bought 10.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,10.0,Y,45.0,450.0,-4900.0,50.0,55.0,10.0,550.0
326,2023-03-04,2023-03-04 19:21:00.215000+05:30,24796,od_1677385001554892,47.0," Cancelled 1.00 shares x N (Rs. 47.00 each) , ",Cancelled,1.0,N,47.0,47.0,-4853.0,52.0,53.0,-1.0,-53.0
325,2023-03-04,2023-03-04 19:21:00.931000+05:30,24796,od_1677385001554923,-470.0," Bought 10.00 shares x N (Rs. 47.00 each) , Limit Order",Bought,10.0,N,47.0,470.0,-5323.0,52.0,53.0,10.0,530.0
324,2023-03-04,2023-03-04 19:21:38.258000+05:30,24796,od_1677385001554938,-470.0," Bought 10.00 shares x N (Rs. 47.00 each) , Limit Order",Bought,10.0,N,47.0,470.0,-5793.0,52.0,53.0,10.0,530.0
323,2023-03-04,2023-03-04 19:22:11.211000+05:30,24796,od_1677385001554938,282.0," Cancelled 6.00 shares x N (Rs. 47.00 each) , ",Cancelled,6.0,N,47.0,282.0,-5511.0,52.0,53.0,-6.0,-318.0
322,2023-03-04,2023-03-04 19:22:12.366000+05:30,24796,od_1677385001554947,-470.0," Bought 10.00 shares x N (Rs. 47.00 each) , Limit Order",Bought,10.0,N,47.0,470.0,-5981.0,52.0,53.0,10.0,530.0
321,2023-03-04,2023-03-04 19:22:41.357000+05:30,24796,od_1677385001554959,-450.0," Bought 10.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,10.0,Y,45.0,450.0,-6431.0,50.0,55.0,10.0,550.0
320,2023-03-04,2023-03-04 19:22:48.567000+05:30,24796,od_1677385001554965,-470.0," Bought 10.00 shares x N (Rs. 47.00 each) , Limit Order",Bought,10.0,N,47.0,470.0,-6901.0,52.0,53.0,10.0,530.0
319,2023-03-04,2023-03-04 19:23:17.364000+05:30,24796,od_1677385001554959,270.0," Cancelled 6.00 shares x Y (Rs. 45.00 each) , ",Cancelled,6.0,Y,45.0,270.0,-6631.0,50.0,55.0,-6.0,-330.0
318,2023-03-04,2023-03-04 19:23:18.073000+05:30,24796,od_1677385001554975,-450.0," Bought 10.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,10.0,Y,45.0,450.0,-7081.0,50.0,55.0,10.0,550.0
317,2023-03-04,2023-03-04 19:23:54.985000+05:30,24796,od_1677385001554975,45.0," Cancelled 1.00 shares x Y (Rs. 45.00 each) , ",Cancelled,1.0,Y,45.0,45.0,-7036.0,50.0,55.0,-1.0,-55.0
316,2023-03-04,2023-03-04 19:23:55.708000+05:30,24796,od_1677385001555002,-460.0," Bought 10.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,10.0,Y,46.0,460.0,-7496.0,51.0,54.0,10.0,540.0
315,2023-03-04,2023-03-04 19:24:30.650000+05:30,24796,od_1677385001555002,276.0," Cancelled 6.00 shares x Y (Rs. 46.00 each) , ",Cancelled,6.0,Y,46.0,276.0,-7220.0,51.0,54.0,-6.0,-324.0
314,2023-03-04,2023-03-04 19:24:31.385000+05:30,24796,od_1677385001555015,-460.0," Bought 10.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,10.0,Y,46.0,460.0,-7680.0,51.0,54.0,10.0,540.0
313,2023-03-04,2023-03-04 19:24:58.573000+05:30,24796,od_1677385001555015,414.0," Cancelled 9.00 shares x Y (Rs. 46.00 each) , ",Cancelled,9.0,Y,46.0,414.0,-7266.0,51.0,54.0,-9.0,-486.0
312,2023-03-04,2023-03-04 19:25:00.121000+05:30,24796,od_1677385001554965,376.0," Cancelled 8.00 shares x N (Rs. 47.00 each) , ",Cancelled,8.0,N,47.0,376.0,-6890.0,52.0,53.0,-8.0,-424.0
311,2023-03-04,2023-03-04 19:25:19.193000+05:30,24796,od_1677385001555034,-460.0," Bought 10.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,10.0,Y,46.0,460.0,-7350.0,51.0,54.0,10.0,540.0
310,2023-03-04,2023-03-04 19:25:25.678000+05:30,24796,od_1677385001555038,-460.0," Bought 10.00 shares x N (Rs. 46.00 each) , Limit Order",Bought,10.0,N,46.0,460.0,-7810.0,51.0,54.0,10.0,540.0
309,2023-03-04,2023-03-04 19:26:01.067000+05:30,24796,od_1677385001555038,230.0," Cancelled 5.00 shares x N (Rs. 46.00 each) , ",Cancelled,5.0,N,46.0,230.0,-7580.0,51.0,54.0,-5.0,-270.0
308,2023-03-04,2023-03-04 19:26:01.782000+05:30,24796,od_1677385001555043,-460.0," Bought 10.00 shares x N (Rs. 46.00 each) , Limit Order",Bought,10.0,N,46.0,460.0,-8040.0,51.0,54.0,10.0,540.0
307,2023-03-04,2023-03-04 19:27:09.085000+05:30,24796,od_1677385001555034,414.0," Cancelled 9.00 shares x Y (Rs. 46.00 each) , ",Cancelled,9.0,Y,46.0,414.0,-7626.0,51.0,54.0,-9.0,-486.0
306,2023-03-04,2023-03-04 19:27:09.801000+05:30,24796,od_1677385001555059,-470.0," Bought 10.00 shares x Y (Rs. 47.00 each) , Limit Order",Bought,10.0,Y,47.0,470.0,-8096.0,52.0,53.0,10.0,530.0
305,2023-03-04,2023-03-04 19:27:15.960000+05:30,24796,od_1677385001555043,368.0," Cancelled 8.00 shares x N (Rs. 46.00 each) , ",Cancelled,8.0,N,46.0,368.0,-7728.0,51.0,54.0,-8.0,-432.0
304,2023-03-04,2023-03-04 19:27:16.673000+05:30,24796,od_1677385001555062,-450.0," Bought 10.00 shares x N (Rs. 45.00 each) , Limit Order",Bought,10.0,N,45.0,450.0,-8178.0,50.0,55.0,10.0,550.0
303,2023-03-04,2023-03-04 19:28:19.673000+05:30,24796,od_1677385001555090,-470.0," Bought 10.00 shares x Y (Rs. 47.00 each) , Limit Order",Bought,10.0,Y,47.0,470.0,-8648.0,52.0,53.0,10.0,530.0
302,2023-03-04,2023-03-04 19:28:58.694000+05:30,24796,od_1677385001555100,-470.0," Bought 10.00 shares x Y (Rs. 47.00 each) , Limit Order",Bought,10.0,Y,47.0,470.0,-9118.0,52.0,53.0,10.0,530.0
301,2023-03-04,2023-03-04 19:29:34.761000+05:30,24796,od_1677385001555100,423.0," Cancelled 9.00 shares x Y (Rs. 47.00 each) , ",Cancelled,9.0,Y,47.0,423.0,-8695.0,52.0,53.0,-9.0,-477.0
300,2023-03-04,2023-03-04 19:29:37.106000+05:30,24796,od_1677385001555117,-470.0," Bought 10.00 shares x Y (Rs. 47.00 each) , Limit Order",Bought,10.0,Y,47.0,470.0,-9165.0,52.0,53.0,10.0,530.0
299,2023-03-04,2023-03-04 19:30:13.600000+05:30,24796,od_1677385001555117,47.0," Cancelled 1.00 shares x Y (Rs. 47.00 each) , ",Cancelled,1.0,Y,47.0,47.0,-9118.0,52.0,53.0,-1.0,-53.0
298,2023-03-04,2023-03-04 19:30:14.326000+05:30,24796,od_1677385001555150,-470.0," Bought 10.00 shares x Y (Rs. 47.00 each) , Limit Order",Bought,10.0,Y,47.0,470.0,-9588.0,52.0,53.0,10.0,530.0
297,2023-03-04,2023-03-04 19:30:49.052000+05:30,24796,od_1677385001555150,423.0," Cancelled 9.00 shares x Y (Rs. 47.00 each) , ",Cancelled,9.0,Y,47.0,423.0,-9165.0,52.0,53.0,-9.0,-477.0
296,2023-03-04,2023-03-04 19:30:49.752000+05:30,24796,od_1677385001555172,-460.0," Bought 10.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,10.0,Y,46.0,460.0,-9625.0,51.0,54.0,10.0,540.0
295,2023-03-04,2023-03-04 19:31:26.728000+05:30,24796,od_1677385001555172,368.0," Cancelled 8.00 shares x Y (Rs. 46.00 each) , ",Cancelled,8.0,Y,46.0,368.0,-9257.0,51.0,54.0,-8.0,-432.0
294,2023-03-04,2023-03-04 19:31:27.426000+05:30,24796,od_1677385001555200,-440.0," Bought 10.00 shares x Y (Rs. 44.00 each) , Limit Order",Bought,10.0,Y,44.0,440.0,-9697.0,49.0,56.0,10.0,560.0
293,2023-03-04,2023-03-04 19:31:34.390000+05:30,24796,od_1677385001555062,450.0," Cancelled 10.00 shares x N (Rs. 45.00 each) , ",Cancelled,10.0,N,45.0,450.0,-9247.0,50.0,55.0,-10.0,-550.0
292,2023-03-04,2023-03-04 19:31:35.099000+05:30,24796,od_1677385001555208,-460.0," Bought 10.00 shares x N (Rs. 46.00 each) , Limit Order",Bought,10.0,N,46.0,460.0,-9707.0,51.0,54.0,10.0,540.0
291,2023-03-04,2023-03-04 19:32:06.551000+05:30,24796,od_1677385001555200,440.0," Cancelled 10.00 shares x Y (Rs. 44.00 each) , ",Cancelled,10.0,Y,44.0,440.0,-9267.0,49.0,56.0,-10.0,-560.0
290,2023-03-04,2023-03-04 19:32:07.324000+05:30,24796,od_1677385001555236,-430.0," Bought 10.00 shares x Y (Rs. 43.00 each) , Limit Order",Bought,10.0,Y,43.0,430.0,-9697.0,48.0,57.0,10.0,570.0
289,2023-03-04,2023-03-04 19:32:14.027000+05:30,24796,od_1677385001555208,460.0," Cancelled 10.00 shares x N (Rs. 46.00 each) , ",Cancelled,10.0,N,46.0,460.0,-9237.0,51.0,54.0,-10.0,-540.0
288,2023-03-04,2023-03-04 19:32:14.736000+05:30,24796,od_1677385001555248,-490.0," Bought 10.00 shares x N (Rs. 49.00 each) , Limit Order",Bought,10.0,N,49.0,490.0,-9727.0,54.0,51.0,10.0,510.0
287,2023-03-04,2023-03-04 19:32:43.313000+05:30,24796,od_1677385001555236,430.0," Cancelled 10.00 shares x Y (Rs. 43.00 each) , ",Cancelled,10.0,Y,43.0,430.0,-9297.0,48.0,57.0,-10.0,-570.0
286,2023-03-04,2023-03-04 19:32:44.017000+05:30,24796,od_1677385001555272,-440.0," Bought 10.00 shares x Y (Rs. 44.00 each) , Limit Order",Bought,10.0,Y,44.0,440.0,-9737.0,49.0,56.0,10.0,560.0
285,2023-03-04,2023-03-04 19:32:51.886000+05:30,24796,od_1677385001555248,490.0," Cancelled 10.00 shares x N (Rs. 49.00 each) , ",Cancelled,10.0,N,49.0,490.0,-9247.0,54.0,51.0,-10.0,-510.0
284,2023-03-04,2023-03-04 19:32:52.615000+05:30,24796,od_1677385001555277,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-9727.0,53.0,52.0,10.0,520.0
283,2023-03-04,2023-03-04 19:33:22.380000+05:30,24796,od_1677385001555272,440.0," Cancelled 10.00 shares x Y (Rs. 44.00 each) , ",Cancelled,10.0,Y,44.0,440.0,-9287.0,49.0,56.0,-10.0,-560.0
282,2023-03-04,2023-03-04 19:33:23.304000+05:30,24796,od_1677385001555308,-450.0," Bought 10.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,10.0,Y,45.0,450.0,-9737.0,50.0,55.0,10.0,550.0
281,2023-03-04,2023-03-04 19:33:30.163000+05:30,24796,od_1677385001555277,384.0," Cancelled 8.00 shares x N (Rs. 48.00 each) , ",Cancelled,8.0,N,48.0,384.0,-9353.0,53.0,52.0,-8.0,-416.0
280,2023-03-04,2023-03-04 19:33:30.859000+05:30,24796,od_1677385001555313,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-9833.0,53.0,52.0,10.0,520.0
279,2023-03-04,2023-03-04 19:34:02.806000+05:30,24796,od_1677385001555344,-440.0," Bought 10.00 shares x Y (Rs. 44.00 each) , Limit Order",Bought,10.0,Y,44.0,440.0,-10273.0,49.0,56.0,10.0,560.0
278,2023-03-04,2023-03-04 19:34:09.184000+05:30,24796,od_1677385001555356,-480.0," Bought 10.00 shares x N (Rs. 48.00 each) , Limit Order",Bought,10.0,N,48.0,480.0,-10753.0,53.0,52.0,10.0,520.0
277,2023-03-04,2023-03-04 19:34:37.929000+05:30,24796,od_1677385001555344,396.0," Cancelled 9.00 shares x Y (Rs. 44.00 each) , ",Cancelled,9.0,Y,44.0,396.0,-10357.0,49.0,56.0,-9.0,-504.0
276,2023-03-04,2023-03-04 19:34:38.637000+05:30,24796,od_1677385001555389,-360.0," Bought 10.00 shares x Y (Rs. 36.00 each) , Limit Order",Bought,10.0,Y,36.0,360.0,-10717.0,41.0,64.0,10.0,640.0
275,2023-03-04,2023-03-04 19:34:45.579000+05:30,24796,od_1677385001555395,-560.0," Bought 10.00 shares x N (Rs. 56.00 each) , Limit Order",Bought,10.0,N,56.0,560.0,-11277.0,61.0,44.0,10.0,440.0
274,2023-03-04,2023-03-04 19:35:22.331000+05:30,24796,od_1677385001555444,-560.0," Bought 10.00 shares x N (Rs. 56.00 each) , Limit Order",Bought,10.0,N,56.0,560.0,-11837.0,61.0,44.0,10.0,440.0
273,2023-03-04,2023-03-04 19:35:52.388000+05:30,24796,od_1677385001555389,360.0," Cancelled 10.00 shares x Y (Rs. 36.00 each) , ",Cancelled,10.0,Y,36.0,360.0,-11477.0,41.0,64.0,-10.0,-640.0
272,2023-03-04,2023-03-04 19:35:53.133000+05:30,24796,od_1677385001555485,-350.0," Bought 10.00 shares x Y (Rs. 35.00 each) , Limit Order",Bought,10.0,Y,35.0,350.0,-11827.0,40.0,65.0,10.0,650.0
271,2023-03-04,2023-03-04 19:35:59.425000+05:30,24796,od_1677385001555493,-570.0," Bought 10.00 shares x N (Rs. 57.00 each) , Limit Order",Bought,10.0,N,57.0,570.0,-12397.0,62.0,43.0,10.0,430.0
270,2023-03-04,2023-03-04 19:36:31.710000+05:30,24796,od_1677385001555485,350.0," Cancelled 10.00 shares x Y (Rs. 35.00 each) , ",Cancelled,10.0,Y,35.0,350.0,-12047.0,40.0,65.0,-10.0,-650.0
269,2023-03-04,2023-03-04 19:36:32.428000+05:30,24796,od_1677385001555527,-390.0," Bought 10.00 shares x Y (Rs. 39.00 each) , Limit Order",Bought,10.0,Y,39.0,390.0,-12437.0,44.0,61.0,10.0,610.0
268,2023-03-04,2023-03-04 19:36:41.397000+05:30,24796,od_1677385001555538,-530.0," Bought 10.00 shares x N (Rs. 53.00 each) , Limit Order",Bought,10.0,N,53.0,530.0,-12967.0,58.0,47.0,10.0,470.0
