,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price
4220,2022-11-11,2022-11-11 17:59:25.904000+05:30,11926,od_yzwO0Q9d,54.0, Sold 2.00 shares x N (Rs. 27.00 each),Sold,2.0,N,27.0
4219,2022-11-11,2022-11-11 17:59:47.858000+05:30,11926,od_jCgAcmQR,-22.0, Bought 1.00 shares x N (Rs. 22.00 each),Bought,1.0,N,22.0
4210,2022-11-11,2022-11-11 18:01:36.467000+05:30,11926,od_jCgAcmQR,22.0, Cancelled 1.00 shares x N (Rs. 22.00 each),Cancelled,1.0,N,22.0
4209,2022-11-11,2022-11-11 18:01:37.930000+05:30,11926,od_gscjiJMk,-25.0, Bought 1.00 shares x N (Rs. 25.00 each),Bought,1.0,N,25.0
4199,2022-11-11,2022-11-11 18:03:38.907000+05:30,11926,od_gscjiJMk,25.0, Cancelled 1.00 shares x N (Rs. 25.00 each),Cancelled,1.0,N,25.0
4198,2022-11-11,2022-11-11 18:03:40.261000+05:30,11926,od_C8ftvRak,-26.26, Bought 1.00 shares x N (Rs. 26.00 each),Bought,1.0,N,26.0
4052,2022-11-11,2022-11-11 19:33:16.018000+05:30,11926,od_kT5zynjh,405.0, Sold 15.00 shares x N (Rs. 27.00 each),Sold,15.0,N,27.0
4047,2022-11-11,2022-11-11 19:33:56.591000+05:30,11926,od_vJh3on80,-330.0, Bought 15.00 shares x N (Rs. 22.00 each),Bought,15.0,N,22.0
4042,2022-11-11,2022-11-11 19:35:48.866000+05:30,11926,od_vJh3on80,330.0, Cancelled 15.00 shares x N (Rs. 22.00 each),Cancelled,15.0,N,22.0
4041,2022-11-11,2022-11-11 19:35:50.206000+05:30,11926,od_MDFfQGvV,-345.0, Bought 15.00 shares x N (Rs. 23.00 each),Bought,15.0,N,23.0
4034,2022-11-11,2022-11-11 19:37:48.850000+05:30,11926,od_VM7Ri2oS,23.76, Sold 1.00 shares x N (Rs. 24.00 each),Sold,1.0,N,24.0
4033,2022-11-11,2022-11-11 19:37:48.850000+05:30,11926,od_VM7Ri2oS,118.8, Sold 5.00 shares x N (Rs. 24.00 each),Sold,5.0,N,24.0
4032,2022-11-11,2022-11-11 19:37:51.306000+05:30,11926,od_MDFfQGvV,207.0, Cancelled 9.00 shares x N (Rs. 23.00 each),Cancelled,9.0,N,23.0
4031,2022-11-11,2022-11-11 19:37:52.694000+05:30,11926,od_vG7R7zxE,-225.0, Bought 9.00 shares x N (Rs. 25.00 each),Bought,9.0,N,25.0
4029,2022-11-11,2022-11-11 19:39:42.855000+05:30,11926,od_vG7R7zxE,100.0, Cancelled 4.00 shares x N (Rs. 25.00 each),Cancelled,4.0,N,25.0
4028,2022-11-11,2022-11-11 19:39:44.215000+05:30,11926,od_EpQtuHqu,-250.0, Bought 10.00 shares x N (Rs. 25.00 each),Bought,10.0,N,25.0
4027,2022-11-11,2022-11-11 19:39:44.822000+05:30,11926,od_LeZUCXOo,26.0, Sold 1.00 shares x N (Rs. 26.00 each),Sold,1.0,N,26.0
4019,2022-11-11,2022-11-11 19:41:45.483000+05:30,11926,od_OWIW8Ti2,-22.0, Bought 1.00 shares x N (Rs. 22.00 each),Bought,1.0,N,22.0
4008,2022-11-11,2022-11-11 19:44:59.200000+05:30,11926,od_PGYtcnbo,78.0, Sold 3.00 shares x N (Rs. 26.00 each),Sold,3.0,N,26.0
4007,2022-11-11,2022-11-11 19:45:10.681000+05:30,11926,od_PGYtcnbo,286.0, Sold 11.00 shares x N (Rs. 26.00 each),Sold,11.0,N,26.0
4004,2022-11-11,2022-11-11 19:45:24.521000+05:30,11926,od_OWIW8Ti2,22.0, Cancelled 1.00 shares x N (Rs. 22.00 each),Cancelled,1.0,N,22.0
4003,2022-11-11,2022-11-11 19:45:25.864000+05:30,11926,od_WibfpKvC,-390.0, Bought 15.00 shares x N (Rs. 26.00 each),Bought,15.0,N,26.0
3994,2022-11-11,2022-11-11 19:47:23.378000+05:30,11926,od_WibfpKvC,390.0, Cancelled 15.00 shares x N (Rs. 26.00 each),Cancelled,15.0,N,26.0
3993,2022-11-11,2022-11-11 19:47:24.760000+05:30,11926,od_2Z8ozXpR,-465.0, Bought 15.00 shares x N (Rs. 31.00 each),Bought,15.0,N,31.0
3988,2022-11-11,2022-11-11 19:49:20.653000+05:30,11926,od_2Z8ozXpR,465.0, Cancelled 15.00 shares x N (Rs. 31.00 each),Cancelled,15.0,N,31.0
3987,2022-11-11,2022-11-11 19:49:22.073000+05:30,11926,od_PL9uKY9T,-540.0, Bought 15.00 shares x N (Rs. 36.00 each),Bought,15.0,N,36.0
3973,2022-11-11,2022-11-11 19:55:01.066000+05:30,11926,od_PL9uKY9T,540.0, Cancelled 15.00 shares x N (Rs. 36.00 each),Cancelled,15.0,N,36.0
3972,2022-11-11,2022-11-11 19:55:02.467000+05:30,11926,od_FjDrYrae,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3971,2022-11-11,2022-11-11 19:55:06.729000+05:30,11926,od_THWUhtlG,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3968,2022-11-11,2022-11-11 19:56:53.211000+05:30,11926,od_1Sp33p76,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3967,2022-11-11,2022-11-11 19:56:57.469000+05:30,11926,od_iisOvAlL,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3964,2022-11-11,2022-11-11 19:58:44.090000+05:30,11926,od_nofOhbSP,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3963,2022-11-11,2022-11-11 19:58:48.409000+05:30,11926,od_Ekr9Mg2G,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3960,2022-11-11,2022-11-11 20:00:35.053000+05:30,11926,od_Cngp6tOw,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3959,2022-11-11,2022-11-11 20:00:39.352000+05:30,11926,od_5Z8bOTfE,-600.0, Bought 15.00 shares x N (Rs. 40.00 each),Bought,15.0,N,40.0
3946,2022-11-11,2022-11-11 20:02:43.303000+05:30,11926,od_5Z8bOTfE,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3945,2022-11-11,2022-11-11 20:02:44.651000+05:30,11926,od_Cngp6tOw,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3944,2022-11-11,2022-11-11 20:02:45.979000+05:30,11926,od_Ekr9Mg2G,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3943,2022-11-11,2022-11-11 20:02:47.318000+05:30,11926,od_nofOhbSP,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3942,2022-11-11,2022-11-11 20:02:48.679000+05:30,11926,od_iisOvAlL,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3941,2022-11-11,2022-11-11 20:02:50.019000+05:30,11926,od_1Sp33p76,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3940,2022-11-11,2022-11-11 20:02:51.355000+05:30,11926,od_THWUhtlG,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3939,2022-11-11,2022-11-11 20:02:52.723000+05:30,11926,od_FjDrYrae,600.0, Cancelled 15.00 shares x N (Rs. 40.00 each),Cancelled,15.0,N,40.0
3938,2022-11-11,2022-11-11 20:02:54.100000+05:30,11926,od_h7qJv3Da,-636.3, Bought 15.00 shares x N (Rs. 42.00 each),Bought,15.0,N,42.0
3937,2022-11-11,2022-11-11 20:03:00.631000+05:30,11926,od_5CKqzNmZ,-634.2, Bought 15.00 shares x N (Rs. 42.00 each),Bought,15.0,N,42.0
3928,2022-11-11,2022-11-11 20:05:31.217000+05:30,11926,od_j0kySUna,129.0, Sold 3.00 shares x N (Rs. 43.00 each),Sold,3.0,N,43.0
3927,2022-11-11,2022-11-11 20:05:43.349000+05:30,11926,od_j0kySUna,946.0, Sold 22.00 shares x N (Rs. 43.00 each),Sold,22.0,N,43.0
3926,2022-11-11,2022-11-11 20:06:43.200000+05:30,11926,od_5CKqzNmZ,210.0, Cancelled 5.00 shares x N (Rs. 42.00 each),Cancelled,5.0,N,42.0
3925,2022-11-11,2022-11-11 20:06:44.524000+05:30,11926,od_uRA54q6o,-750.0, Bought 15.00 shares x N (Rs. 50.00 each),Bought,15.0,N,50.0
3908,2022-11-11,2022-11-11 20:19:12.571000+05:30,11926,od_gZibDQ2l,-525.0, Bought 15.00 shares x Y (Rs. 35.00 each),Bought,15.0,Y,35.0
3907,2022-11-11,2022-11-11 20:19:16.982000+05:30,11926,od_1rhsesAv,-525.0, Bought 15.00 shares x Y (Rs. 35.00 each),Bought,15.0,Y,35.0
3904,2022-11-11,2022-11-11 20:21:09.820000+05:30,11926,od_E3wNavxl,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3903,2022-11-11,2022-11-11 20:21:14.370000+05:30,11926,od_78GCpBO7,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3900,2022-11-11,2022-11-11 20:23:04.817000+05:30,11926,od_NlsxOemW,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3899,2022-11-11,2022-11-11 20:23:09.359000+05:30,11926,od_HCdePSQk,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3894,2022-11-11,2022-11-11 20:24:57.996000+05:30,11926,od_sdYPMjrg,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3893,2022-11-11,2022-11-11 20:25:02.483000+05:30,11926,od_fN2QeNT5,-585.0, Bought 15.00 shares x Y (Rs. 39.00 each),Bought,15.0,Y,39.0
3889,2022-11-11,2022-11-11 20:26:50.632000+05:30,11926,od_DZyq6FWV,386.1, Sold 15.00 shares x N (Rs. 26.00 each),Sold,15.0,N,26.0
3886,2022-11-11,2022-11-11 20:28:37.337000+05:30,11926,od_1rhsesAv,525.0, Cancelled 15.00 shares x Y (Rs. 35.00 each),Cancelled,15.0,Y,35.0
3885,2022-11-11,2022-11-11 20:28:38.684000+05:30,11926,od_gZibDQ2l,525.0, Cancelled 15.00 shares x Y (Rs. 35.00 each),Cancelled,15.0,Y,35.0
3869,2022-11-11,2022-11-11 20:32:31.239000+05:30,11926,od_HCdePSQk,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3868,2022-11-11,2022-11-11 20:32:32.567000+05:30,11926,od_NlsxOemW,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3867,2022-11-11,2022-11-11 20:32:33.925000+05:30,11926,od_78GCpBO7,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3866,2022-11-11,2022-11-11 20:32:35.260000+05:30,11926,od_E3wNavxl,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3855,2022-11-11,2022-11-11 20:34:39.472000+05:30,11926,od_SOt9Cfpg,-720.0, Bought 15.00 shares x N (Rs. 48.00 each),Bought,15.0,N,48.0
3854,2022-11-11,2022-11-11 20:34:42.434000+05:30,11926,od_fN2QeNT5,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3853,2022-11-11,2022-11-11 20:34:43.810000+05:30,11926,od_sdYPMjrg,585.0, Cancelled 15.00 shares x Y (Rs. 39.00 each),Cancelled,15.0,Y,39.0
3852,2022-11-11,2022-11-11 20:34:48.125000+05:30,11926,od_xWXaQIxh,-720.0, Bought 15.00 shares x N (Rs. 48.00 each),Bought,15.0,N,48.0
3849,2022-11-11,2022-11-11 20:36:43.487000+05:30,11926,od_xWXaQIxh,720.0, Cancelled 15.00 shares x N (Rs. 48.00 each),Cancelled,15.0,N,48.0
3848,2022-11-11,2022-11-11 20:36:44.833000+05:30,11926,od_SOt9Cfpg,672.0, Cancelled 14.00 shares x N (Rs. 48.00 each),Cancelled,14.0,N,48.0
3847,2022-11-11,2022-11-11 20:36:46.204000+05:30,11926,od_CuMnoshD,49.0, Sold 1.00 shares x N (Rs. 49.00 each),Sold,1.0,N,49.0
3846,2022-11-11,2022-11-11 20:36:46.204000+05:30,11926,od_6duACQo5,-687.47, Bought 14.00 shares x N (Rs. 49.00 each),Bought,14.0,N,49.0
3845,2022-11-11,2022-11-11 20:36:48.643000+05:30,11926,od_B4uaQKrt,48.51, Sold 1.00 shares x N (Rs. 49.00 each),Sold,1.0,N,49.0
3832,2022-11-11,2022-11-11 20:38:49.581000+05:30,11926,od_OZsAyZrG,-86.0, Bought 2.00 shares x N (Rs. 43.00 each),Bought,2.0,N,43.0
3827,2022-11-11,2022-11-11 20:40:17.728000+05:30,11926,od_dwEww84N,150.0, Sold 3.00 shares x N (Rs. 50.00 each),Sold,3.0,N,50.0
3823,2022-11-11,2022-11-11 20:40:50.905000+05:30,11926,od_dwEww84N,50.0, Sold 1.00 shares x N (Rs. 50.00 each),Sold,1.0,N,50.0
3822,2022-11-11,2022-11-11 20:40:51.407000+05:30,11926,od_OZsAyZrG,86.0, Cancelled 2.00 shares x N (Rs. 43.00 each),Cancelled,2.0,N,43.0
3821,2022-11-11,2022-11-11 20:40:52.792000+05:30,11926,od_geRbLwIz,-235.0, Bought 5.00 shares x N (Rs. 47.00 each),Bought,5.0,N,47.0
3819,2022-11-11,2022-11-11 20:41:11.622000+05:30,11926,od_ovOaUd5B,50.0, Sold 1.00 shares x N (Rs. 50.00 each),Sold,1.0,N,50.0
3818,2022-11-11,2022-11-11 20:41:13.084000+05:30,11926,od_ovOaUd5B,50.0, Sold 1.00 shares x N (Rs. 50.00 each),Sold,1.0,N,50.0
3816,2022-11-11,2022-11-11 20:41:38.935000+05:30,11926,od_ovOaUd5B,50.0, Sold 1.00 shares x N (Rs. 50.00 each),Sold,1.0,N,50.0
3815,2022-11-11,2022-11-11 20:41:50.293000+05:30,11926,od_ovOaUd5B,150.0, Sold 3.00 shares x N (Rs. 50.00 each),Sold,3.0,N,50.0
3814,2022-11-11,2022-11-11 20:41:58.588000+05:30,11926,od_ovOaUd5B,50.0, Sold 1.00 shares x N (Rs. 50.00 each),Sold,1.0,N,50.0
3806,2022-11-11,2022-11-11 20:42:56.071000+05:30,11926,od_geRbLwIz,235.0, Cancelled 5.00 shares x N (Rs. 47.00 each),Cancelled,5.0,N,47.0
3805,2022-11-11,2022-11-11 20:42:57.434000+05:30,11926,od_ovOaUd5B,100.0, Sold 2.00 shares x N (Rs. 50.00 each),Sold,2.0,N,50.0
3804,2022-11-11,2022-11-11 20:42:57.434000+05:30,11926,od_M6vdfOgV,-651.0, Bought 13.00 shares x N (Rs. 50.00 each),Bought,13.0,N,50.0
3803,2022-11-11,2022-11-11 20:42:59.899000+05:30,11926,od_vWEtwQ5D,99.0, Sold 2.00 shares x N (Rs. 50.00 each),Sold,2.0,N,50.0
3791,2022-11-11,2022-11-11 20:45:01.570000+05:30,11926,od_M6vdfOgV,450.0, Cancelled 9.00 shares x N (Rs. 50.00 each),Cancelled,9.0,N,50.0
3790,2022-11-11,2022-11-11 20:45:03.081000+05:30,11926,od_dz3FmHCE,-650.0, Bought 13.00 shares x N (Rs. 50.00 each),Bought,13.0,N,50.0
3781,2022-11-11,2022-11-11 20:47:11.837000+05:30,11926,od_dz3FmHCE,600.0, Cancelled 12.00 shares x N (Rs. 50.00 each),Cancelled,12.0,N,50.0
3779,2022-11-11,2022-11-11 20:47:13.174000+05:30,11926,od_ey49fLSm,153.0, Sold 3.00 shares x N (Rs. 51.00 each),Sold,3.0,N,51.0
3778,2022-11-11,2022-11-11 20:47:13.174000+05:30,11926,od_u2huVnz0,-613.53, Bought 12.00 shares x N (Rs. 51.00 each),Bought,12.0,N,51.0
3777,2022-11-11,2022-11-11 20:47:15.609000+05:30,11926,od_PsVVhzbl,151.47, Sold 3.00 shares x N (Rs. 51.00 each),Sold,3.0,N,51.0
3767,2022-11-11,2022-11-11 20:49:23.873000+05:30,11926,od_u2huVnz0,51.0, Cancelled 1.00 shares x N (Rs. 51.00 each),Cancelled,1.0,N,51.0
3766,2022-11-11,2022-11-11 20:49:25.236000+05:30,11926,od_BpWgz2US,260.0, Sold 5.00 shares x N (Rs. 52.00 each),Sold,5.0,N,52.0
3765,2022-11-11,2022-11-11 20:49:25.236000+05:30,11926,od_w1a1FL1o,-367.64, Bought 7.00 shares x N (Rs. 52.00 each),Bought,7.0,N,52.0
3758,2022-11-11,2022-11-11 20:51:27.930000+05:30,11926,od_1eMIJTQZ,-215.0, Bought 5.00 shares x N (Rs. 43.00 each),Bought,5.0,N,43.0
3753,2022-11-11,2022-11-11 20:54:59.233000+05:30,11926,od_1eMIJTQZ,215.0, Cancelled 5.00 shares x N (Rs. 43.00 each),Cancelled,5.0,N,43.0
3752,2022-11-11,2022-11-11 20:55:00.569000+05:30,11926,od_50gRudI2,-240.0, Bought 5.00 shares x N (Rs. 48.00 each),Bought,5.0,N,48.0
3750,2022-11-11,2022-11-11 20:59:15.148000+05:30,11926,od_nxy5dozV,104.0, Sold 2.00 shares x N (Rs. 52.00 each),Sold,2.0,N,52.0
3744,2022-11-11,2022-11-11 21:00:19.449000+05:30,11926,od_50gRudI2,240.0, Cancelled 5.00 shares x N (Rs. 48.00 each),Cancelled,5.0,N,48.0
3743,2022-11-11,2022-11-11 21:00:20.828000+05:30,11926,od_mzQJ0TJl,-336.0, Bought 7.00 shares x N (Rs. 48.00 each),Bought,7.0,N,48.0
3739,2022-11-11,2022-11-11 21:01:53.268000+05:30,11926,od_nxy5dozV,52.0, Sold 1.00 shares x N (Rs. 52.00 each),Sold,1.0,N,52.0
3735,2022-11-11,2022-11-11 21:02:21.614000+05:30,11926,od_mzQJ0TJl,336.0, Cancelled 7.00 shares x N (Rs. 48.00 each),Cancelled,7.0,N,48.0
3734,2022-11-11,2022-11-11 21:02:22.959000+05:30,11926,od_qMWMv1am,-384.0, Bought 8.00 shares x N (Rs. 48.00 each),Bought,8.0,N,48.0
3730,2022-11-11,2022-11-11 21:04:05.497000+05:30,11926,od_nxy5dozV,52.0, Sold 1.00 shares x N (Rs. 52.00 each),Sold,1.0,N,52.0
3726,2022-11-11,2022-11-11 21:04:12.897000+05:30,11926,od_nxy5dozV,312.0, Sold 6.00 shares x N (Rs. 52.00 each),Sold,6.0,N,52.0
3725,2022-11-11,2022-11-11 21:04:29.564000+05:30,11926,od_qMWMv1am,384.0, Cancelled 8.00 shares x N (Rs. 48.00 each),Cancelled,8.0,N,48.0
3724,2022-11-11,2022-11-11 21:04:30.918000+05:30,11926,od_zeGJQSwv,-795.0, Bought 15.00 shares x N (Rs. 53.00 each),Bought,15.0,N,53.0
3711,2022-11-11,2022-11-11 21:06:20.586000+05:30,11926,od_6KJlBnwI,-300.0, Bought 15.00 shares x Y (Rs. 20.00 each),Bought,15.0,Y,20.0
3710,2022-11-11,2022-11-11 21:06:23.534000+05:30,11926,od_zeGJQSwv,795.0, Cancelled 15.00 shares x N (Rs. 53.00 each),Cancelled,15.0,N,53.0
3709,2022-11-11,2022-11-11 21:06:26.015000+05:30,11926,od_JCdxkSh8,-300.0, Bought 15.00 shares x Y (Rs. 20.00 each),Bought,15.0,Y,20.0
3699,2022-11-11,2022-11-11 21:08:14.696000+05:30,11926,od_vbRuXnmg,-750.0, Bought 15.00 shares x N (Rs. 50.00 each),Bought,15.0,N,50.0
3698,2022-11-11,2022-11-11 21:08:17.721000+05:30,11926,od_JCdxkSh8,300.0, Cancelled 15.00 shares x Y (Rs. 20.00 each),Cancelled,15.0,Y,20.0
3697,2022-11-11,2022-11-11 21:08:19.056000+05:30,11926,od_6KJlBnwI,300.0, Cancelled 15.00 shares x Y (Rs. 20.00 each),Cancelled,15.0,Y,20.0
3691,2022-11-11,2022-11-11 21:10:17.667000+05:30,11926,od_tAGROxYT,-405.0, Bought 15.00 shares x Y (Rs. 27.00 each),Bought,15.0,Y,27.0
3690,2022-11-11,2022-11-11 21:10:20.889000+05:30,11926,od_vbRuXnmg,750.0, Cancelled 15.00 shares x N (Rs. 50.00 each),Cancelled,15.0,N,50.0
3687,2022-11-11,2022-11-11 21:14:02.926000+05:30,11926,od_tAGROxYT,351.0, Cancelled 13.00 shares x Y (Rs. 27.00 each),Cancelled,13.0,Y,27.0
3686,2022-11-11,2022-11-11 21:14:04.310000+05:30,11926,od_eo7wF9QZ,56.0, Sold 2.00 shares x Y (Rs. 28.00 each),Sold,2.0,Y,28.0
3685,2022-11-11,2022-11-11 21:14:04.310000+05:30,11926,od_qrDD5FvH,-364.56, Bought 13.00 shares x Y (Rs. 28.00 each),Bought,13.0,Y,28.0
3684,2022-11-11,2022-11-11 21:14:06.752000+05:30,11926,od_MG8j65Qx,55.44, Sold 2.00 shares x Y (Rs. 28.00 each),Sold,2.0,Y,28.0
3683,2022-11-11,2022-11-11 21:15:51.735000+05:30,11926,od_djYAFu03,-930.0, Bought 15.00 shares x N (Rs. 62.00 each),Bought,15.0,N,62.0
3682,2022-11-11,2022-11-11 21:15:54.847000+05:30,11926,od_qrDD5FvH,252.0, Cancelled 9.00 shares x Y (Rs. 28.00 each),Cancelled,9.0,Y,28.0
3677,2022-11-11,2022-11-11 21:17:51.480000+05:30,11926,od_pnLCZjRF,-338.0, Bought 13.00 shares x Y (Rs. 26.00 each),Bought,13.0,Y,26.0
3676,2022-11-11,2022-11-11 21:17:53.930000+05:30,11926,od_djYAFu03,930.0, Cancelled 15.00 shares x N (Rs. 62.00 each),Cancelled,15.0,N,62.0
3675,2022-11-11,2022-11-11 21:18:23.363000+05:30,11926,od_3DLkvevB,29.0, Sold 1.00 shares x Y (Rs. 29.00 each),Sold,1.0,Y,29.0
