,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
7,2023-03-03,2023-03-03 14:00:10.482000+05:30,24613,od_1677385001536255,-205.0," Bought 5.00 shares x Y (Rs. 41.00 each) , Limit Order",Bought,5.0,Y,41.0,205.0,-205.0,46.0,59.0,5.0,295.0
6,2023-03-03,2023-03-03 14:00:29.079000+05:30,24613,od_1677385001536261,-245.0," Bought 5.00 shares x N (Rs. 49.00 each) , Limit Order",Bought,5.0,N,49.0,245.0,-450.0,54.0,51.0,5.0,255.0
5,2023-03-03,2023-03-03 14:03:31.546000+05:30,24613,od_1677385001536255,205.0," Cancelled 5.00 shares x Y (Rs. 41.00 each) , ",Cancelled,5.0,Y,41.0,205.0,-245.0,46.0,59.0,-5.0,-295.0
4,2023-03-03,2023-03-03 14:03:32.850000+05:30,24613,od_1677385001536414,-230.0," Bought 5.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,5.0,Y,46.0,230.0,-475.0,51.0,54.0,5.0,270.0
3,2023-03-03,2023-03-03 14:03:48.199000+05:30,24613,od_1677385001536429,-220.0," Bought 5.00 shares x N (Rs. 44.00 each) , Limit Order",Bought,5.0,N,44.0,220.0,-695.0,49.0,56.0,5.0,280.0
2,2023-03-03,2023-03-03 14:08:29.650000+05:30,24613,od_1677385001536643,-225.0," Bought 5.00 shares x Y (Rs. 45.00 each) , Limit Order",Bought,5.0,Y,45.0,225.0,-920.0,50.0,55.0,5.0,275.0
1,2023-03-03,2023-03-03 14:08:46.559000+05:30,24613,od_1677385001536663,-225.0," Bought 5.00 shares x N (Rs. 45.00 each) , Limit Order",Bought,5.0,N,45.0,225.0,-1145.0,50.0,55.0,5.0,275.0
0,2023-03-03,2023-03-03 14:20:32.427000+05:30,24613,,1225.0,Settled (Rs. 1225.00 credited),Settled,,,,,80.0,,,,
