,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
402,2023-03-05,2023-03-05 19:46:54.650000+05:30,24961,od_1677385001579887,-400.0," Bought 10.00 shares x Y (Rs. 40.00 each) , Limit Order",Bought,10.0,Y,40.0,400.0,-4273.0,45.0,60.0,10.0,600.0
401,2023-03-05,2023-03-05 19:47:00.930000+05:30,24961,od_1677385001579893,-570.0," Bought 10.00 shares x N (Rs. 57.00 each) , Limit Order",Bought,10.0,N,57.0,570.0,-4843.0,62.0,43.0,10.0,430.0
400,2023-03-05,2023-03-05 19:47:36.405000+05:30,24961,od_1677385001579925,-350.0," Bought 10.00 shares x Y (Rs. 35.00 each) , Limit Order",Bought,10.0,Y,35.0,350.0,-5193.0,40.0,65.0,10.0,650.0
399,2023-03-05,2023-03-05 19:47:42.514000+05:30,24961,od_1677385001579893,456.0," Cancelled 8.00 shares x N (Rs. 57.00 each) , ",Cancelled,8.0,N,57.0,456.0,-4737.0,62.0,43.0,-8.0,-344.0
398,2023-03-05,2023-03-05 19:47:43.261000+05:30,24961,od_1677385001579933,-590.0," Bought 10.00 shares x N (Rs. 59.00 each) , Limit Order",Bought,10.0,N,59.0,590.0,-5327.0,64.0,41.0,10.0,410.0
397,2023-03-05,2023-03-05 19:48:17.975000+05:30,24961,od_1677385001579925,105.0," Cancelled 3.00 shares x Y (Rs. 35.00 each) , ",Cancelled,3.0,Y,35.0,105.0,-5222.0,40.0,65.0,-3.0,-195.0
396,2023-03-05,2023-03-05 19:48:18.703000+05:30,24961,od_1677385001579966,-280.0," Bought 10.00 shares x Y (Rs. 28.00 each) , Limit Order",Bought,10.0,Y,28.0,280.0,-5502.0,33.0,72.0,10.0,720.0
395,2023-03-05,2023-03-05 19:48:25.136000+05:30,24961,od_1677385001579933,590.0," Cancelled 10.00 shares x N (Rs. 59.00 each) , ",Cancelled,10.0,N,59.0,590.0,-4912.0,64.0,41.0,-10.0,-410.0
394,2023-03-05,2023-03-05 19:48:26.491000+05:30,24961,od_1677385001579978,-680.0," Bought 10.00 shares x N (Rs. 68.00 each) , Limit Order",Bought,10.0,N,68.0,680.0,-5592.0,73.0,32.0,10.0,320.0
393,2023-03-05,2023-03-05 19:48:59.667000+05:30,24961,od_1677385001579966,252.0," Cancelled 9.00 shares x Y (Rs. 28.00 each) , ",Cancelled,9.0,Y,28.0,252.0,-5340.0,33.0,72.0,-9.0,-648.0
392,2023-03-05,2023-03-05 19:49:00.397000+05:30,24961,od_1677385001580002,-260.0," Bought 10.00 shares x Y (Rs. 26.00 each) , Limit Order",Bought,10.0,Y,26.0,260.0,-5600.0,31.0,74.0,10.0,740.0
391,2023-03-05,2023-03-05 19:49:07.060000+05:30,24961,od_1677385001579978,68.0," Cancelled 1.00 shares x N (Rs. 68.00 each) , ",Cancelled,1.0,N,68.0,68.0,-5532.0,73.0,32.0,-1.0,-32.0
390,2023-03-05,2023-03-05 19:49:07.798000+05:30,24961,od_1677385001580011,-690.0," Bought 10.00 shares x N (Rs. 69.00 each) , Limit Order",Bought,10.0,N,69.0,690.0,-6222.0,74.0,31.0,10.0,310.0
389,2023-03-05,2023-03-05 19:49:38.799000+05:30,24961,od_1677385001580002,260.0," Cancelled 10.00 shares x Y (Rs. 26.00 each) , ",Cancelled,10.0,Y,26.0,260.0,-5962.0,31.0,74.0,-10.0,-740.0
388,2023-03-05,2023-03-05 19:49:39.502000+05:30,24961,od_1677385001580045,-270.0," Bought 10.00 shares x Y (Rs. 27.00 each) , Limit Order",Bought,10.0,Y,27.0,270.0,-6232.0,32.0,73.0,10.0,730.0
387,2023-03-05,2023-03-05 19:49:45.755000+05:30,24961,od_1677385001580011,345.0," Cancelled 5.00 shares x N (Rs. 69.00 each) , ",Cancelled,5.0,N,69.0,345.0,-5887.0,74.0,31.0,-5.0,-155.0
386,2023-03-05,2023-03-05 19:49:46.846000+05:30,24961,od_1677385001580052,-690.0," Bought 10.00 shares x N (Rs. 69.00 each) , Limit Order",Bought,10.0,N,69.0,690.0,-6577.0,74.0,31.0,10.0,310.0
385,2023-03-05,2023-03-05 19:50:22.737000+05:30,24961,od_1677385001580045,270.0," Cancelled 10.00 shares x Y (Rs. 27.00 each) , ",Cancelled,10.0,Y,27.0,270.0,-6307.0,32.0,73.0,-10.0,-730.0
384,2023-03-05,2023-03-05 19:50:23.491000+05:30,24961,od_1677385001580074,-280.0," Bought 10.00 shares x Y (Rs. 28.00 each) , Limit Order",Bought,10.0,Y,28.0,280.0,-6587.0,33.0,72.0,10.0,720.0
383,2023-03-05,2023-03-05 19:50:33.991000+05:30,24961,od_1677385001580084,-670.0," Bought 10.00 shares x N (Rs. 67.00 each) , Limit Order",Bought,10.0,N,67.0,670.0,-7257.0,72.0,33.0,10.0,330.0
382,2023-03-05,2023-03-05 19:51:05.493000+05:30,24961,od_1677385001580074,224.0," Cancelled 8.00 shares x Y (Rs. 28.00 each) , ",Cancelled,8.0,Y,28.0,224.0,-7033.0,33.0,72.0,-8.0,-576.0
381,2023-03-05,2023-03-05 19:51:06.209000+05:30,24961,od_1677385001580113,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-7333.0,35.0,70.0,10.0,700.0
380,2023-03-05,2023-03-05 19:51:12.851000+05:30,24961,od_1677385001580115,-325.0," Bought 5.00 shares x N (Rs. 65.00 each) , Limit Order",Bought,5.0,N,65.0,325.0,-7658.0,70.0,35.0,5.0,175.0
379,2023-03-05,2023-03-05 19:51:45.652000+05:30,24961,od_1677385001580113,300.0," Cancelled 10.00 shares x Y (Rs. 30.00 each) , ",Cancelled,10.0,Y,30.0,300.0,-7358.0,35.0,70.0,-10.0,-700.0
378,2023-03-05,2023-03-05 19:51:46.367000+05:30,24961,od_1677385001580150,-340.0," Bought 10.00 shares x Y (Rs. 34.00 each) , Limit Order",Bought,10.0,Y,34.0,340.0,-7698.0,39.0,66.0,10.0,660.0
377,2023-03-05,2023-03-05 19:52:23.137000+05:30,24961,od_1677385001580150,340.0," Cancelled 10.00 shares x Y (Rs. 34.00 each) , ",Cancelled,10.0,Y,34.0,340.0,-7358.0,39.0,66.0,-10.0,-660.0
376,2023-03-05,2023-03-05 19:52:23.806000+05:30,24961,od_1677385001580174,-330.0," Bought 10.00 shares x Y (Rs. 33.00 each) , Limit Order",Bought,10.0,Y,33.0,330.0,-7688.0,38.0,67.0,10.0,670.0
375,2023-03-05,2023-03-05 19:53:13.958000+05:30,24961,od_1677385001580174,297.0," Cancelled 9.00 shares x Y (Rs. 33.00 each) , ",Cancelled,9.0,Y,33.0,297.0,-7391.0,38.0,67.0,-9.0,-603.0
374,2023-03-05,2023-03-05 19:53:14.669000+05:30,24961,od_1677385001580199,-320.0," Bought 10.00 shares x Y (Rs. 32.00 each) , Limit Order",Bought,10.0,Y,32.0,320.0,-7711.0,37.0,68.0,10.0,680.0
373,2023-03-05,2023-03-05 19:53:23.607000+05:30,24961,od_1677385001580208,-62.0," Bought 1.00 shares x N (Rs. 62.00 each) , Limit Order",Bought,1.0,N,62.0,62.0,-7773.0,67.0,38.0,1.0,38.0
372,2023-03-05,2023-03-05 19:54:03.350000+05:30,24961,od_1677385001580208,62.0," Cancelled 1.00 shares x N (Rs. 62.00 each) , ",Cancelled,1.0,N,62.0,62.0,-7711.0,67.0,38.0,-1.0,-38.0
371,2023-03-05,2023-03-05 19:54:04.141000+05:30,24961,od_1677385001580234,-63.0," Bought 1.00 shares x N (Rs. 63.00 each) , Limit Order",Bought,1.0,N,63.0,63.0,-7774.0,68.0,37.0,1.0,37.0
370,2023-03-05,2023-03-05 19:55:15.538000+05:30,24961,od_1677385001580199,192.0," Cancelled 6.00 shares x Y (Rs. 32.00 each) , ",Cancelled,6.0,Y,32.0,192.0,-7582.0,37.0,68.0,-6.0,-408.0
369,2023-03-05,2023-03-05 19:55:16.287000+05:30,24961,od_1677385001580279,-320.0," Bought 10.00 shares x Y (Rs. 32.00 each) , Limit Order",Bought,10.0,Y,32.0,320.0,-7902.0,37.0,68.0,10.0,680.0
368,2023-03-05,2023-03-05 19:55:24.013000+05:30,24961,od_1677385001580288,-310.0," Bought 5.00 shares x N (Rs. 62.00 each) , Limit Order",Bought,5.0,N,62.0,310.0,-8212.0,67.0,38.0,5.0,190.0
367,2023-03-05,2023-03-05 19:55:56.124000+05:30,24961,od_1677385001580279,160.0," Cancelled 5.00 shares x Y (Rs. 32.00 each) , ",Cancelled,5.0,Y,32.0,160.0,-8052.0,37.0,68.0,-5.0,-340.0
366,2023-03-05,2023-03-05 19:55:56.875000+05:30,24961,od_1677385001580310,-310.0," Bought 10.00 shares x Y (Rs. 31.00 each) , Limit Order",Bought,10.0,Y,31.0,310.0,-8362.0,36.0,69.0,10.0,690.0
365,2023-03-05,2023-03-05 19:56:06.619000+05:30,24961,od_1677385001580316,-320.0," Bought 5.00 shares x N (Rs. 64.00 each) , Limit Order",Bought,5.0,N,64.0,320.0,-8682.0,69.0,36.0,5.0,180.0
364,2023-03-05,2023-03-05 19:56:37.473000+05:30,24961,od_1677385001580310,310.0," Cancelled 10.00 shares x Y (Rs. 31.00 each) , ",Cancelled,10.0,Y,31.0,310.0,-8372.0,36.0,69.0,-10.0,-690.0
363,2023-03-05,2023-03-05 19:56:38.199000+05:30,24961,od_1677385001580323,-320.0," Bought 10.00 shares x Y (Rs. 32.00 each) , Limit Order",Bought,10.0,Y,32.0,320.0,-8692.0,37.0,68.0,10.0,680.0
362,2023-03-05,2023-03-05 19:56:46.216000+05:30,24961,od_1677385001580316,192.0," Cancelled 3.00 shares x N (Rs. 64.00 each) , ",Cancelled,3.0,N,64.0,192.0,-8500.0,69.0,36.0,-3.0,-108.0
361,2023-03-05,2023-03-05 19:56:47.004000+05:30,24961,od_1677385001580332,-315.0," Bought 5.00 shares x N (Rs. 63.00 each) , Limit Order",Bought,5.0,N,63.0,315.0,-8815.0,68.0,37.0,5.0,185.0
360,2023-03-05,2023-03-05 19:57:20.362000+05:30,24961,od_1677385001580323,320.0," Cancelled 10.00 shares x Y (Rs. 32.00 each) , ",Cancelled,10.0,Y,32.0,320.0,-8495.0,37.0,68.0,-10.0,-680.0
359,2023-03-05,2023-03-05 19:57:21.075000+05:30,24961,od_1677385001580355,-300.0," Bought 10.00 shares x Y (Rs. 30.00 each) , Limit Order",Bought,10.0,Y,30.0,300.0,-8795.0,35.0,70.0,10.0,700.0
358,2023-03-05,2023-03-05 19:57:31.583000+05:30,24961,od_1677385001580332,126.0," Cancelled 2.00 shares x N (Rs. 63.00 each) , ",Cancelled,2.0,N,63.0,126.0,-8669.0,68.0,37.0,-2.0,-74.0
357,2023-03-05,2023-03-05 19:57:32.301000+05:30,24961,od_1677385001580360,-65.0," Bought 1.00 shares x N (Rs. 65.00 each) , Limit Order",Bought,1.0,N,65.0,65.0,-8734.0,70.0,35.0,1.0,35.0
356,2023-03-05,2023-03-05 19:58:42.371000+05:30,24961,od_1677385001580355,300.0," Cancelled 10.00 shares x Y (Rs. 30.00 each) , ",Cancelled,10.0,Y,30.0,300.0,-8434.0,35.0,70.0,-10.0,-700.0
355,2023-03-05,2023-03-05 19:58:43.089000+05:30,24961,od_1677385001580400,-290.0," Bought 10.00 shares x Y (Rs. 29.00 each) , Limit Order",Bought,10.0,Y,29.0,290.0,-8724.0,34.0,71.0,10.0,710.0
354,2023-03-05,2023-03-05 19:59:22.873000+05:30,24961,od_1677385001580400,145.0," Cancelled 5.00 shares x Y (Rs. 29.00 each) , ",Cancelled,5.0,Y,29.0,145.0,-8579.0,34.0,71.0,-5.0,-355.0
353,2023-03-05,2023-03-05 19:59:23.566000+05:30,24961,od_1677385001580451,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-8799.0,27.0,78.0,10.0,780.0
352,2023-03-05,2023-03-05 19:59:30.180000+05:30,24961,od_1677385001580462,-292.0," Bought 4.00 shares x N (Rs. 73.00 each) , Limit Order",Bought,4.0,N,73.0,292.0,-9091.0,78.0,27.0,4.0,108.0
351,2023-03-05,2023-03-05 20:01:11.790000+05:30,24961,od_1677385001580451,22.0," Cancelled 1.00 shares x Y (Rs. 22.00 each) , ",Cancelled,1.0,Y,22.0,22.0,-9069.0,27.0,78.0,-1.0,-78.0
350,2023-03-05,2023-03-05 20:01:12.503000+05:30,24961,od_1677385001580588,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-9289.0,27.0,78.0,10.0,780.0
349,2023-03-05,2023-03-05 20:01:19.418000+05:30,24961,od_1677385001580598,-730.0," Bought 10.00 shares x N (Rs. 73.00 each) , Limit Order",Bought,10.0,N,73.0,730.0,-10019.0,78.0,27.0,10.0,270.0
348,2023-03-05,2023-03-05 20:06:00.969000+05:30,24961,od_1677385001580588,220.0," Cancelled 10.00 shares x Y (Rs. 22.00 each) , ",Cancelled,10.0,Y,22.0,220.0,-9799.0,27.0,78.0,-10.0,-780.0
347,2023-03-05,2023-03-05 20:06:01.678000+05:30,24961,od_1677385001580752,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-10029.0,28.0,77.0,10.0,770.0
346,2023-03-05,2023-03-05 20:06:39.101000+05:30,24961,od_1677385001580752,184.0," Cancelled 8.00 shares x Y (Rs. 23.00 each) , ",Cancelled,8.0,Y,23.0,184.0,-9845.0,28.0,77.0,-8.0,-616.0
345,2023-03-05,2023-03-05 20:06:39.828000+05:30,24961,od_1677385001580788,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-10065.0,27.0,78.0,10.0,780.0
344,2023-03-05,2023-03-05 20:06:46.177000+05:30,24961,od_1677385001580796,-144.0," Bought 2.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,2.0,N,72.0,144.0,-10209.0,77.0,28.0,2.0,56.0
343,2023-03-05,2023-03-05 20:07:54.697000+05:30,24961,od_1677385001580788,220.0," Cancelled 10.00 shares x Y (Rs. 22.00 each) , ",Cancelled,10.0,Y,22.0,220.0,-9989.0,27.0,78.0,-10.0,-780.0
342,2023-03-05,2023-03-05 20:07:56.207000+05:30,24961,od_1677385001580821,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-10219.0,28.0,77.0,10.0,770.0
341,2023-03-05,2023-03-05 20:08:33.049000+05:30,24961,od_1677385001580821,230.0," Cancelled 10.00 shares x Y (Rs. 23.00 each) , ",Cancelled,10.0,Y,23.0,230.0,-9989.0,28.0,77.0,-10.0,-770.0
340,2023-03-05,2023-03-05 20:08:33.779000+05:30,24961,od_1677385001580844,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-10209.0,27.0,78.0,10.0,780.0
339,2023-03-05,2023-03-05 20:09:12.170000+05:30,24961,od_1677385001580844,154.0," Cancelled 7.00 shares x Y (Rs. 22.00 each) , ",Cancelled,7.0,Y,22.0,154.0,-10055.0,27.0,78.0,-7.0,-546.0
338,2023-03-05,2023-03-05 20:09:12.913000+05:30,24961,od_1677385001580874,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-10275.0,27.0,78.0,10.0,780.0
337,2023-03-05,2023-03-05 20:09:19.313000+05:30,24961,od_1677385001580880,-216.0," Bought 3.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,3.0,N,72.0,216.0,-10491.0,77.0,28.0,3.0,84.0
336,2023-03-05,2023-03-05 20:10:31.604000+05:30,24961,od_1677385001580874,198.0," Cancelled 9.00 shares x Y (Rs. 22.00 each) , ",Cancelled,9.0,Y,22.0,198.0,-10293.0,27.0,78.0,-9.0,-702.0
335,2023-03-05,2023-03-05 20:10:32.330000+05:30,24961,od_1677385001580928,-240.0," Bought 10.00 shares x Y (Rs. 24.00 each) , Limit Order",Bought,10.0,Y,24.0,240.0,-10533.0,29.0,76.0,10.0,760.0
334,2023-03-05,2023-03-05 20:10:39.551000+05:30,24961,od_1677385001580938,-71.0," Bought 1.00 shares x N (Rs. 71.00 each) , Limit Order",Bought,1.0,N,71.0,71.0,-10604.0,76.0,29.0,1.0,29.0
333,2023-03-05,2023-03-05 20:11:15.793000+05:30,24961,od_1677385001580928,192.0," Cancelled 8.00 shares x Y (Rs. 24.00 each) , ",Cancelled,8.0,Y,24.0,192.0,-10412.0,29.0,76.0,-8.0,-608.0
332,2023-03-05,2023-03-05 20:11:16.556000+05:30,24961,od_1677385001580957,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-10642.0,28.0,77.0,10.0,770.0
331,2023-03-05,2023-03-05 20:11:22.889000+05:30,24961,od_1677385001580938,71.0," Cancelled 1.00 shares x N (Rs. 71.00 each) , ",Cancelled,1.0,N,71.0,71.0,-10571.0,76.0,29.0,-1.0,-29.0
330,2023-03-05,2023-03-05 20:11:23.646000+05:30,24961,od_1677385001580963,-219.0," Bought 3.00 shares x N (Rs. 73.00 each) , Limit Order",Bought,3.0,N,73.0,219.0,-10790.0,78.0,27.0,3.0,81.0
329,2023-03-05,2023-03-05 20:11:55.672000+05:30,24961,od_1677385001580980,-230.0," Bought 10.00 shares x Y (Rs. 23.00 each) , Limit Order",Bought,10.0,Y,23.0,230.0,-11020.0,28.0,77.0,10.0,770.0
328,2023-03-05,2023-03-05 20:12:04.750000+05:30,24961,od_1677385001580963,146.0," Cancelled 2.00 shares x N (Rs. 73.00 each) , ",Cancelled,2.0,N,73.0,146.0,-10874.0,78.0,27.0,-2.0,-54.0
327,2023-03-05,2023-03-05 20:12:05.497000+05:30,24961,od_1677385001580989,-720.0," Bought 10.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,10.0,N,72.0,720.0,-11594.0,77.0,28.0,10.0,280.0
326,2023-03-05,2023-03-05 20:12:42.972000+05:30,24961,od_1677385001580999,-216.0," Bought 3.00 shares x N (Rs. 72.00 each) , Limit Order",Bought,3.0,N,72.0,216.0,-11810.0,77.0,28.0,3.0,84.0
325,2023-03-05,2023-03-05 20:13:17.193000+05:30,24961,od_1677385001580980,230.0," Cancelled 10.00 shares x Y (Rs. 23.00 each) , ",Cancelled,10.0,Y,23.0,230.0,-11580.0,28.0,77.0,-10.0,-770.0
324,2023-03-05,2023-03-05 20:13:17.912000+05:30,24961,od_1677385001581012,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-11830.0,30.0,75.0,10.0,750.0
323,2023-03-05,2023-03-05 20:14:33.074000+05:30,24961,od_1677385001581012,250.0," Cancelled 10.00 shares x Y (Rs. 25.00 each) , ",Cancelled,10.0,Y,25.0,250.0,-11580.0,30.0,75.0,-10.0,-750.0
322,2023-03-05,2023-03-05 20:14:34.735000+05:30,24961,od_1677385001581036,-260.0," Bought 10.00 shares x Y (Rs. 26.00 each) , Limit Order",Bought,10.0,Y,26.0,260.0,-11840.0,31.0,74.0,10.0,740.0
321,2023-03-05,2023-03-05 20:15:11.007000+05:30,24961,od_1677385001581036,260.0," Cancelled 10.00 shares x Y (Rs. 26.00 each) , ",Cancelled,10.0,Y,26.0,260.0,-11580.0,31.0,74.0,-10.0,-740.0
320,2023-03-05,2023-03-05 20:15:11.729000+05:30,24961,od_1677385001581051,-290.0," Bought 10.00 shares x Y (Rs. 29.00 each) , Limit Order",Bought,10.0,Y,29.0,290.0,-11870.0,34.0,71.0,10.0,710.0
319,2023-03-05,2023-03-05 20:15:51.218000+05:30,24961,od_1677385001581051,290.0," Cancelled 10.00 shares x Y (Rs. 29.00 each) , ",Cancelled,10.0,Y,29.0,290.0,-11580.0,34.0,71.0,-10.0,-710.0
318,2023-03-05,2023-03-05 20:15:51.932000+05:30,24961,od_1677385001581065,-320.0," Bought 10.00 shares x Y (Rs. 32.00 each) , Limit Order",Bought,10.0,Y,32.0,320.0,-11900.0,37.0,68.0,10.0,680.0
317,2023-03-05,2023-03-05 20:16:29.880000+05:30,24961,od_1677385001581065,320.0," Cancelled 10.00 shares x Y (Rs. 32.00 each) , ",Cancelled,10.0,Y,32.0,320.0,-11580.0,37.0,68.0,-10.0,-680.0
316,2023-03-05,2023-03-05 20:16:30.623000+05:30,24961,od_1677385001581085,-240.0," Bought 10.00 shares x Y (Rs. 24.00 each) , Limit Order",Bought,10.0,Y,24.0,240.0,-11820.0,29.0,76.0,10.0,760.0
315,2023-03-05,2023-03-05 20:17:06.997000+05:30,24961,od_1677385001581085,240.0," Cancelled 10.00 shares x Y (Rs. 24.00 each) , ",Cancelled,10.0,Y,24.0,240.0,-11580.0,29.0,76.0,-10.0,-760.0
314,2023-03-05,2023-03-05 20:17:07.984000+05:30,24961,od_1677385001581103,-260.0," Bought 10.00 shares x Y (Rs. 26.00 each) , Limit Order",Bought,10.0,Y,26.0,260.0,-11840.0,31.0,74.0,10.0,740.0
313,2023-03-05,2023-03-05 20:17:50.677000+05:30,24961,od_1677385001581103,208.0," Cancelled 8.00 shares x Y (Rs. 26.00 each) , ",Cancelled,8.0,Y,26.0,208.0,-11632.0,31.0,74.0,-8.0,-592.0
312,2023-03-05,2023-03-05 20:17:51.436000+05:30,24961,od_1677385001581127,-250.0," Bought 10.00 shares x Y (Rs. 25.00 each) , Limit Order",Bought,10.0,Y,25.0,250.0,-11882.0,30.0,75.0,10.0,750.0
311,2023-03-05,2023-03-05 20:17:58.057000+05:30,24961,od_1677385001581131,-138.0," Bought 2.00 shares x N (Rs. 69.00 each) , Limit Order",Bought,2.0,N,69.0,138.0,-12020.0,74.0,31.0,2.0,62.0
310,2023-03-05,2023-03-05 20:18:33.771000+05:30,24961,od_1677385001581127,250.0," Cancelled 10.00 shares x Y (Rs. 25.00 each) , ",Cancelled,10.0,Y,25.0,250.0,-11770.0,30.0,75.0,-10.0,-750.0
309,2023-03-05,2023-03-05 20:18:34.483000+05:30,24961,od_1677385001581139,-270.0," Bought 10.00 shares x Y (Rs. 27.00 each) , Limit Order",Bought,10.0,Y,27.0,270.0,-12040.0,32.0,73.0,10.0,730.0
308,2023-03-05,2023-03-05 20:18:40.906000+05:30,24961,od_1677385001581131,138.0," Cancelled 2.00 shares x N (Rs. 69.00 each) , ",Cancelled,2.0,N,69.0,138.0,-11902.0,74.0,31.0,-2.0,-62.0
307,2023-03-05,2023-03-05 20:18:41.691000+05:30,24961,od_1677385001581144,-136.0," Bought 2.00 shares x N (Rs. 68.00 each) , Limit Order",Bought,2.0,N,68.0,136.0,-12038.0,73.0,32.0,2.0,64.0
