,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
68,2023-03-04,2023-03-04 19:39:17.119000+05:30,24797,od_1677385001555667,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-700.0,75.0,30.0,10.0,300.0
67,2023-03-04,2023-03-04 19:39:23.802000+05:30,24797,od_1677385001555687,-220.0," Bought 10.00 shares x N (Rs. 22.00 each) , Limit Order",Bought,10.0,N,22.0,220.0,-920.0,27.0,78.0,10.0,780.0
66,2023-03-04,2023-03-04 19:39:56.378000+05:30,24797,od_1677385001555667,350.0," Cancelled 5.00 shares x Y (Rs. 70.00 each) , ",Cancelled,5.0,Y,70.0,350.0,-570.0,75.0,30.0,-5.0,-150.0
65,2023-03-04,2023-03-04 19:39:57.094000+05:30,24797,od_1677385001555708,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-1270.0,75.0,30.0,10.0,300.0
64,2023-03-04,2023-03-04 19:41:15.768000+05:30,24797,od_1677385001555708,490.0," Cancelled 7.00 shares x Y (Rs. 70.00 each) , ",Cancelled,7.0,Y,70.0,490.0,-780.0,75.0,30.0,-7.0,-210.0
63,2023-03-04,2023-03-04 19:41:16.489000+05:30,24797,od_1677385001555755,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-1480.0,75.0,30.0,10.0,300.0
62,2023-03-04,2023-03-04 19:42:31.007000+05:30,24797,od_1677385001555755,210.0," Cancelled 3.00 shares x Y (Rs. 70.00 each) , ",Cancelled,3.0,Y,70.0,210.0,-1270.0,75.0,30.0,-3.0,-90.0
61,2023-03-04,2023-03-04 19:42:31.766000+05:30,24797,od_1677385001555792,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-1970.0,75.0,30.0,10.0,300.0
60,2023-03-04,2023-03-04 19:43:07.821000+05:30,24797,od_1677385001555821,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-2670.0,75.0,30.0,10.0,300.0
59,2023-03-04,2023-03-04 19:43:46.971000+05:30,24797,od_1677385001555821,140.0," Cancelled 2.00 shares x Y (Rs. 70.00 each) , ",Cancelled,2.0,Y,70.0,140.0,-2530.0,75.0,30.0,-2.0,-60.0
58,2023-03-04,2023-03-04 19:43:47.817000+05:30,24797,od_1677385001555860,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-3230.0,75.0,30.0,10.0,300.0
57,2023-03-04,2023-03-04 19:44:25.045000+05:30,24797,od_1677385001555860,490.0," Cancelled 7.00 shares x Y (Rs. 70.00 each) , ",Cancelled,7.0,Y,70.0,490.0,-2740.0,75.0,30.0,-7.0,-210.0
56,2023-03-04,2023-03-04 19:44:26.757000+05:30,24797,od_1677385001555886,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-3440.0,75.0,30.0,10.0,300.0
55,2023-03-04,2023-03-04 19:45:47.500000+05:30,24797,od_1677385001555886,630.0," Cancelled 9.00 shares x Y (Rs. 70.00 each) , ",Cancelled,9.0,Y,70.0,630.0,-2810.0,75.0,30.0,-9.0,-270.0
54,2023-03-04,2023-03-04 19:45:48.223000+05:30,24797,od_1677385001555925,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-3510.0,75.0,30.0,10.0,300.0
53,2023-03-04,2023-03-04 19:48:17.163000+05:30,24797,od_1677385001556013,-700.0," Bought 10.00 shares x Y (Rs. 70.00 each) , Limit Order",Bought,10.0,Y,70.0,700.0,-4210.0,75.0,30.0,10.0,300.0
52,2023-03-04,2023-03-04 19:49:41.972000+05:30,24797,od_1677385001556013,630.0," Cancelled 9.00 shares x Y (Rs. 70.00 each) , ",Cancelled,9.0,Y,70.0,630.0,-3580.0,75.0,30.0,-9.0,-270.0
51,2023-03-04,2023-03-04 19:49:42.696000+05:30,24797,od_1677385001556076,-690.0," Bought 10.00 shares x Y (Rs. 69.00 each) , Limit Order",Bought,10.0,Y,69.0,690.0,-4270.0,74.0,31.0,10.0,310.0
50,2023-03-04,2023-03-04 19:51:01.368000+05:30,24797,od_1677385001556076,414.0," Cancelled 6.00 shares x Y (Rs. 69.00 each) , ",Cancelled,6.0,Y,69.0,414.0,-3856.0,74.0,31.0,-6.0,-186.0
49,2023-03-04,2023-03-04 19:51:02.105000+05:30,24797,od_1677385001556160,-690.0," Bought 10.00 shares x Y (Rs. 69.00 each) , Limit Order",Bought,10.0,Y,69.0,690.0,-4546.0,74.0,31.0,10.0,310.0
48,2023-03-04,2023-03-04 19:51:09.034000+05:30,24797,od_1677385001555687,220.0," Cancelled 10.00 shares x N (Rs. 22.00 each) , ",Cancelled,10.0,N,22.0,220.0,-4326.0,27.0,78.0,-10.0,-780.0
47,2023-03-04,2023-03-04 19:51:09.812000+05:30,24797,od_1677385001556170,-230.0," Bought 10.00 shares x N (Rs. 23.00 each) , Limit Order",Bought,10.0,N,23.0,230.0,-4556.0,28.0,77.0,10.0,770.0
46,2023-03-04,2023-03-04 19:51:40.670000+05:30,24797,od_1677385001556160,414.0," Cancelled 6.00 shares x Y (Rs. 69.00 each) , ",Cancelled,6.0,Y,69.0,414.0,-4142.0,74.0,31.0,-6.0,-186.0
45,2023-03-04,2023-03-04 19:51:41.395000+05:30,24797,od_1677385001556199,-690.0," Bought 10.00 shares x Y (Rs. 69.00 each) , Limit Order",Bought,10.0,Y,69.0,690.0,-4832.0,74.0,31.0,10.0,310.0
44,2023-03-04,2023-03-04 19:52:18.486000+05:30,24797,od_1677385001556257,-345.0," Bought 5.00 shares x Y (Rs. 69.00 each) , Limit Order",Bought,5.0,Y,69.0,345.0,-5177.0,74.0,31.0,5.0,155.0
43,2023-03-04,2023-03-04 20:03:37.014000+05:30,24797,od_1677385001556170,230.0," Cancelled 10.00 shares x N (Rs. 23.00 each) , ",Cancelled,10.0,N,23.0,230.0,-4947.0,28.0,77.0,-10.0,-770.0
42,2023-03-04,2023-03-04 20:03:37.781000+05:30,24797,od_1677385001556731,-220.0," Bought 10.00 shares x N (Rs. 22.00 each) , Limit Order",Bought,10.0,N,22.0,220.0,-5167.0,27.0,78.0,10.0,780.0
41,2023-03-04,2023-03-04 20:32:26.307000+05:30,24797,od_1677385001556731,220.0," Cancelled 10.00 shares x N (Rs. 22.00 each) , ",Cancelled,10.0,N,22.0,220.0,-4947.0,27.0,78.0,-10.0,-780.0
40,2023-03-04,2023-03-04 20:32:27.022000+05:30,24797,od_1677385001557287,-210.0," Bought 10.00 shares x N (Rs. 21.00 each) , Limit Order",Bought,10.0,N,21.0,210.0,-5157.0,26.0,79.0,10.0,790.0
39,2023-03-04,2023-03-04 20:33:06.224000+05:30,24797,od_1677385001557287,210.0," Cancelled 10.00 shares x N (Rs. 21.00 each) , ",Cancelled,10.0,N,21.0,210.0,-4947.0,26.0,79.0,-10.0,-790.0
38,2023-03-04,2023-03-04 20:33:06.990000+05:30,24797,od_1677385001557307,-200.0," Bought 10.00 shares x N (Rs. 20.00 each) , Limit Order",Bought,10.0,N,20.0,200.0,-5147.0,25.0,80.0,10.0,800.0
37,2023-03-04,2023-03-04 20:34:55.394000+05:30,24797,od_1677385001557307,200.0," Cancelled 10.00 shares x N (Rs. 20.00 each) , ",Cancelled,10.0,N,20.0,200.0,-4947.0,25.0,80.0,-10.0,-800.0
36,2023-03-04,2023-03-04 20:34:56.108000+05:30,24797,od_1677385001557345,-220.0," Bought 10.00 shares x N (Rs. 22.00 each) , Limit Order",Bought,10.0,N,22.0,220.0,-5167.0,27.0,78.0,10.0,780.0
35,2023-03-04,2023-03-04 20:35:29.825000+05:30,24797,od_1677385001557350,-46.0," Bought 1.00 shares x Y (Rs. 46.00 each) , Limit Order",Bought,1.0,Y,46.0,46.0,-5213.0,51.0,54.0,1.0,54.0
34,2023-03-04,2023-03-04 20:35:36.491000+05:30,24797,od_1677385001557345,220.0," Cancelled 10.00 shares x N (Rs. 22.00 each) , ",Cancelled,10.0,N,22.0,220.0,-4993.0,27.0,78.0,-10.0,-780.0
33,2023-03-04,2023-03-04 20:35:37.311000+05:30,24797,od_1677385001557355,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-5413.0,47.0,58.0,10.0,580.0
32,2023-03-04,2023-03-04 20:36:09.613000+05:30,24797,od_1677385001557350,46.0," Cancelled 1.00 shares x Y (Rs. 46.00 each) , ",Cancelled,1.0,Y,46.0,46.0,-5367.0,51.0,54.0,-1.0,-54.0
31,2023-03-04,2023-03-04 20:36:10.410000+05:30,24797,od_1677385001557369,-110.0," Bought 5.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,5.0,Y,22.0,110.0,-5477.0,27.0,78.0,5.0,390.0
