,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price,value,cumvalue,price+5,if_win_price,net_qty,if_win_price_times_qty
30,2023-03-04,2023-03-04 20:36:17.391000+05:30,24797,od_1677385001557355,378.0," Cancelled 9.00 shares x N (Rs. 42.00 each) , ",Cancelled,9.0,N,42.0,378.0,-5099.0,47.0,58.0,-9.0,-522.0
29,2023-03-04,2023-03-04 20:36:18.182000+05:30,24797,od_1677385001557374,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-5519.0,47.0,58.0,10.0,580.0
28,2023-03-04,2023-03-04 20:36:51.489000+05:30,24797,od_1677385001557369,110.0," Cancelled 5.00 shares x Y (Rs. 22.00 each) , ",Cancelled,5.0,Y,22.0,110.0,-5409.0,27.0,78.0,-5.0,-390.0
27,2023-03-04,2023-03-04 20:36:52.248000+05:30,24797,od_1677385001557383,-220.0," Bought 10.00 shares x Y (Rs. 22.00 each) , Limit Order",Bought,10.0,Y,22.0,220.0,-5629.0,27.0,78.0,10.0,780.0
26,2023-03-04,2023-03-04 20:37:03.864000+05:30,24797,od_1677385001557374,336.0," Cancelled 8.00 shares x N (Rs. 42.00 each) , ",Cancelled,8.0,N,42.0,336.0,-5293.0,47.0,58.0,-8.0,-464.0
25,2023-03-04,2023-03-04 20:37:04.593000+05:30,24797,od_1677385001557386,-420.0," Bought 10.00 shares x N (Rs. 42.00 each) , Limit Order",Bought,10.0,N,42.0,420.0,-5713.0,47.0,58.0,10.0,580.0
24,2023-03-04,2023-03-04 20:37:39.561000+05:30,24797,od_1677385001557383,220.0," Cancelled 10.00 shares x Y (Rs. 22.00 each) , ",Cancelled,10.0,Y,22.0,220.0,-5493.0,27.0,78.0,-10.0,-780.0
23,2023-03-04,2023-03-04 20:37:40.332000+05:30,24797,od_1677385001557401,-204.0," Bought 3.00 shares x Y (Rs. 68.00 each) , Limit Order",Bought,3.0,Y,68.0,204.0,-5697.0,73.0,32.0,3.0,96.0
22,2023-03-04,2023-03-04 20:37:47.701000+05:30,24797,od_1677385001557386,420.0," Cancelled 10.00 shares x N (Rs. 42.00 each) , ",Cancelled,10.0,N,42.0,420.0,-5277.0,47.0,58.0,-10.0,-580.0
21,2023-03-04,2023-03-04 20:37:49.472000+05:30,24797,od_1677385001557406,-220.0," Bought 10.00 shares x N (Rs. 22.00 each) , Limit Order",Bought,10.0,N,22.0,220.0,-5497.0,27.0,78.0,10.0,780.0
20,2023-03-04,2023-03-04 20:39:08.499000+05:30,24797,od_1677385001557406,220.0," Cancelled 10.00 shares x N (Rs. 22.00 each) , ",Cancelled,10.0,N,22.0,220.0,-5277.0,27.0,78.0,-10.0,-780.0
19,2023-03-04,2023-03-04 20:39:09.277000+05:30,24797,od_1677385001557459,-210.0," Bought 10.00 shares x N (Rs. 21.00 each) , Limit Order",Bought,10.0,N,21.0,210.0,-5487.0,26.0,79.0,10.0,790.0
18,2023-03-04,2023-03-04 20:42:04.058000+05:30,24797,od_1677385001557459,210.0," Cancelled 10.00 shares x N (Rs. 21.00 each) , ",Cancelled,10.0,N,21.0,210.0,-5277.0,26.0,79.0,-10.0,-790.0
17,2023-03-04,2023-03-04 20:42:04.805000+05:30,24797,od_1677385001557540,-200.0," Bought 10.00 shares x N (Rs. 20.00 each) , Limit Order",Bought,10.0,N,20.0,200.0,-5477.0,25.0,80.0,10.0,800.0
16,2023-03-04,2023-03-04 20:44:26.761000+05:30,24797,od_1677385001557540,200.0," Cancelled 10.00 shares x N (Rs. 20.00 each) , ",Cancelled,10.0,N,20.0,200.0,-5277.0,25.0,80.0,-10.0,-800.0
15,2023-03-04,2023-03-04 20:44:27.483000+05:30,24797,od_1677385001557612,-190.0," Bought 10.00 shares x N (Rs. 19.00 each) , Limit Order",Bought,10.0,N,19.0,190.0,-5467.0,24.0,81.0,10.0,810.0
14,2023-03-04,2023-03-04 20:45:04.198000+05:30,24797,od_1677385001557612,190.0," Cancelled 10.00 shares x N (Rs. 19.00 each) , ",Cancelled,10.0,N,19.0,190.0,-5277.0,24.0,81.0,-10.0,-810.0
13,2023-03-04,2023-03-04 20:45:04.936000+05:30,24797,od_1677385001557634,-200.0," Bought 10.00 shares x N (Rs. 20.00 each) , Limit Order",Bought,10.0,N,20.0,200.0,-5477.0,25.0,80.0,10.0,800.0
12,2023-03-04,2023-03-04 20:45:39.734000+05:30,24797,od_1677385001557634,200.0," Cancelled 10.00 shares x N (Rs. 20.00 each) , ",Cancelled,10.0,N,20.0,200.0,-5277.0,25.0,80.0,-10.0,-800.0
11,2023-03-04,2023-03-04 20:45:40.504000+05:30,24797,od_1677385001557650,-190.0," Bought 10.00 shares x N (Rs. 19.00 each) , Limit Order",Bought,10.0,N,19.0,190.0,-5467.0,24.0,81.0,10.0,810.0
10,2023-03-04,2023-03-04 20:47:35.568000+05:30,24797,od_1677385001557650,190.0," Cancelled 10.00 shares x N (Rs. 19.00 each) , ",Cancelled,10.0,N,19.0,190.0,-5277.0,24.0,81.0,-10.0,-810.0
9,2023-03-04,2023-03-04 20:47:36.308000+05:30,24797,od_1677385001557708,-200.0," Bought 10.00 shares x N (Rs. 20.00 each) , Limit Order",Bought,10.0,N,20.0,200.0,-5477.0,25.0,80.0,10.0,800.0
8,2023-03-04,2023-03-04 20:48:47.083000+05:30,24797,od_1677385001557708,200.0," Cancelled 10.00 shares x N (Rs. 20.00 each) , ",Cancelled,10.0,N,20.0,200.0,-5277.0,25.0,80.0,-10.0,-800.0
7,2023-03-04,2023-03-04 20:48:48.247000+05:30,24797,od_1677385001557743,-190.0," Bought 10.00 shares x N (Rs. 19.00 each) , Limit Order",Bought,10.0,N,19.0,190.0,-5467.0,24.0,81.0,10.0,810.0
6,2023-03-04,2023-03-04 20:49:26.012000+05:30,24797,od_1677385001557743,190.0," Cancelled 10.00 shares x N (Rs. 19.00 each) , ",Cancelled,10.0,N,19.0,190.0,-5277.0,24.0,81.0,-10.0,-810.0
5,2023-03-04,2023-03-04 20:49:26.731000+05:30,24797,od_1677385001557770,-200.0," Bought 10.00 shares x N (Rs. 20.00 each) , Limit Order",Bought,10.0,N,20.0,200.0,-5477.0,25.0,80.0,10.0,800.0
4,2023-03-04,2023-03-04 20:50:06.511000+05:30,24797,od_1677385001557770,200.0," Cancelled 10.00 shares x N (Rs. 20.00 each) , ",Cancelled,10.0,N,20.0,200.0,-5277.0,25.0,80.0,-10.0,-800.0
3,2023-03-04,2023-03-04 20:50:07.263000+05:30,24797,od_1677385001557792,-190.0," Bought 10.00 shares x N (Rs. 19.00 each) , Limit Order",Bought,10.0,N,19.0,190.0,-5467.0,24.0,81.0,10.0,810.0
2,2023-03-04,2023-03-04 20:53:03.036000+05:30,24797,od_1677385001557792,190.0," Cancelled 10.00 shares x N (Rs. 19.00 each) , ",Cancelled,10.0,N,19.0,190.0,-5277.0,24.0,81.0,-10.0,-810.0
1,2023-03-04,2023-03-04 20:53:04.855000+05:30,24797,od_1677385001557874,-180.0," Bought 10.00 shares x N (Rs. 18.00 each) , Limit Order",Bought,10.0,N,18.0,180.0,-5457.0,23.0,82.0,10.0,820.0
0,2023-03-05,2023-03-05 10:56:46.606000+05:30,24797,,480.0,Settled (Rs. 480.00 credited),Settled,,,,,-4977.0,,,,
