INFO:strat7:2022-11-24 15:20:06,197:12578: Initialising event
INFO:strat7:2022-11-24 15:20:20,419:12579: Initialising event
INFO:strat7:2022-11-24 15:20:24,089:12580: Initialising event
INFO:strat7:2022-11-24 15:20:28,055:12581: Initialising event
INFO:strat7:2022-11-24 15:27:45,712:12578: Initialising event
INFO:strat7:2022-11-24 15:28:24,840:12579: Initialising event
INFO:strat7:2022-11-24 15:29:03,661:12580: Initialising event
INFO:strat7:2022-11-24 15:29:42,469:12581: Initialising event
CRITICAL:strat7:2022-11-24 15:35:13,408:12579: No my_buy_price unavailable
WARNING:strat7:2022-11-24 15:35:30,056:12579: last_values_dict empty
CRITICAL:strat7:2022-11-24 15:36:53,566:12580: No my_buy_price unavailable
WARNING:strat7:2022-11-24 15:37:10,347:12580: last_values_dict empty
CRITICAL:strat7:2022-11-24 15:39:43,463:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:40:11,349:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:41:38,767:12580: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:42:06,621:12580: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:45:15,007:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:45:37,135:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:47:17,134:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 15:47:45,777:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 15:49:24,903:12581: No my_buy_price unavailable
WARNING:strat7:2022-11-24 15:49:41,675:12581: last_values_dict empty
CRITICAL:strat7:2022-11-24 15:52:04,195:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:52:32,078:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:53:59,258:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 15:54:27,240:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 15:58:45,699:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 15:59:13,765:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:00:40,761:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:01:08,505:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:05:46,252:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:06:14,152:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:07:41,150:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:08:08,991:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:12:26,955:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:12:54,884:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:14:22,621:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:14:50,518:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:19:09,552:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:19:37,400:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:21:18,170:12580: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:21:46,981:12580: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:26:24,826:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:26:52,641:12579: No my_buy_price unavailable
CRITICAL:strat7:2022-11-24 16:28:33,482:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:29:02,229:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:33:27,665:12579: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:34:15,120:12579: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:35:50,416:12580: Yes my_avgbuy_price unavailable
CRITICAL:strat7:2022-11-24 16:36:18,745:12580: Yes my_avgbuy_price unavailable
